Matrix name, Dimension, nnz, MaxNonzerosPerRow, MinNonzerosPerRow, AvgNonzerosPerRow, AbsoluteNonZeroSum, symmetricity, AvgDiagDist, NonZeroPatternSymmetryV1, Trace, AbsoluteTrace, OneNorm, InfinityNorm, FrobeniusNorm, SymmetricInfinityNorm, SymmetricFrobeniusNorm, AntiSymmetricInfinityNorm, AntiSymmetricFrobeniusNorm, DiagonalAverage, RowDiagonalDominance, ColDiagonalDominance, RowVariance, ColumnVariance, lowerBandwidth, upperBandwidth, DiagonalMean, DiagonalSign, DiagonalNonZeros 
G4.mat, 800, 38352.000000, 75.000000, 29.000000, 47.940000, 38352.000000, 1.000000, 367.340909, 1.000000, 0.000000, 0.000000, 75.000000, 75.000000, 195.836667, 75.000000, 195.836667, 0.000000, 0.000000, 0.000000, 1.000000, 1.000000, 1.000069, 1.052040, 796.000000, 796.000000, 0.000000, 0.000000, 0.000000 
G40.mat, 2000, 23532.000000, 326.000000, 4.000000, 11.766000, 23532.000000, 1.000000, 677.613861, 1.000000, 0.000000, 0.000000, 326.000000, 326.000000, 153.401434, 326.000000, 153.401434, 0.000000, 0.000000, 0.000000, 1.000000, 1.000000, 1.000002, 1.050315, 1997.000000, 1997.000000, 0.000000, 0.000000, 0.000000 
G41.mat, 2000, 23570.000000, 279.000000, 4.000000, 11.785000, 23570.000000, 1.000000, 727.051282, 1.000000, 0.000000, 0.000000, 279.000000, 279.000000, 153.525242, 279.000000, 153.525242, 0.000000, 0.000000, 0.000000, 1.000000, 1.000000, 1.000001, 1.058473, 1991.000000, 1991.000000, 0.000000, 0.000000, 0.000000 
G42.mat, 2000, 23558.000000, 249.000000, 4.000000, 11.779000, 23558.000000, 1.000000, 607.621622, 1.000000, 0.000000, 0.000000, 249.000000, 249.000000, 153.486156, 249.000000, 153.486156, 0.000000, 0.000000, 0.000000, 1.000000, 1.000000, 1.000002, 1.018497, 1997.000000, 1997.000000, 0.000000, 0.000000, 0.000000 
G43.mat, 1000, 19980.000000, 36.000000, 7.000000, 19.980000, 19980.000000, 1.000000, 463.066667, 1.000000, 0.000000, 0.000000, 36.000000, 36.000000, 141.350628, 36.000000, 141.350628, 0.000000, 0.000000, 0.000000, 1.000000, 1.000000, 1.000021, 1.014790, 991.000000, 991.000000, 0.000000, 0.000000, 0.000000 
G44.mat, 1000, 19980.000000, 37.000000, 7.000000, 19.980000, 19980.000000, 1.000000, 477.551724, 1.000000, 0.000000, 0.000000, 37.000000, 37.000000, 141.350628, 37.000000, 141.350628, 0.000000, 0.000000, 0.000000, 1.000000, 1.000000, 1.000020, 1.028187, 987.000000, 987.000000, 0.000000, 0.000000, 0.000000 
G45.mat, 1000, 19980.000000, 35.000000, 6.000000, 19.980000, 19980.000000, 1.000000, 434.250000, 1.000000, 0.000000, 0.000000, 35.000000, 35.000000, 141.350628, 35.000000, 141.350628, 0.000000, 0.000000, 0.000000, 1.000000, 1.000000, 1.000022, 1.015760, 997.000000, 997.000000, 0.000000, 0.000000, 0.000000 
G46.mat, 1000, 19980.000000, 35.000000, 8.000000, 19.980000, 19980.000000, 1.000000, 429.047619, 1.000000, 0.000000, 0.000000, 35.000000, 35.000000, 141.350628, 35.000000, 141.350628, 0.000000, 0.000000, 0.000000, 1.000000, 1.000000, 1.000023, 1.020580, 986.000000, 986.000000, 0.000000, 0.000000, 0.000000 
G47.mat, 1000, 19980.000000, 34.000000, 8.000000, 19.980000, 19980.000000, 1.000000, 457.142857, 1.000000, 0.000000, 0.000000, 34.000000, 34.000000, 141.350628, 34.000000, 141.350628, 0.000000, 0.000000, 0.000000, 1.000000, 1.000000, 1.000022, 1.020580, 992.000000, 992.000000, 0.000000, 0.000000, 0.000000 
G48.mat, 3000, 12000.000000, 4.000000, 4.000000, 4.000000, 12000.000000, 1.000000, 765.000000, 1.000000, 0.000000, 0.000000, 4.000000, 4.000000, 109.544512, 4.000000, 109.544512, 0.000000, 0.000000, 0.000000, 1.000000, 1.000000, 1.000000, 1.001332, 2940.000000, 2940.000000, 0.000000, 0.000000, 0.000000 
G49.mat, 3000, 12000.000000, 4.000000, 4.000000, 4.000000, 12000.000000, 1.000000, 775.000000, 1.000000, 0.000000, 0.000000, 4.000000, 4.000000, 109.544512, 4.000000, 109.544512, 0.000000, 0.000000, 0.000000, 1.000000, 1.000000, 1.000000, 1.001332, 2900.000000, 2900.000000, 0.000000, 0.000000, 0.000000 
G5.mat, 800, 38352.000000, 70.000000, 30.000000, 47.940000, 38352.000000, 1.000000, 396.950000, 1.000000, 0.000000, 0.000000, 70.000000, 70.000000, 195.836667, 70.000000, 195.836667, 0.000000, 0.000000, 0.000000, 1.000000, 1.000000, 1.000083, 1.047559, 792.000000, 792.000000, 0.000000, 0.000000, 0.000000 
G50.mat, 3000, 12000.000000, 4.000000, 4.000000, 4.000000, 12000.000000, 1.000000, 780.000000, 1.000000, 0.000000, 0.000000, 4.000000, 4.000000, 109.544512, 4.000000, 109.544512, 0.000000, 0.000000, 0.000000, 1.000000, 1.000000, 1.000000, 1.001332, 2880.000000, 2880.000000, 0.000000, 0.000000, 0.000000 
G51.mat, 1000, 11818.000000, 156.000000, 5.000000, 11.818000, 11818.000000, 1.000000, 342.928058, 1.000000, 0.000000, 0.000000, 156.000000, 156.000000, 108.710625, 156.000000, 108.710625, 0.000000, 0.000000, 0.000000, 1.000000, 1.000000, 1.000006, 1.119799, 998.000000, 998.000000, 0.000000, 0.000000, 0.000000 
G52.mat, 1000, 11832.000000, 171.000000, 5.000000, 11.832000, 11832.000000, 1.000000, 332.138462, 1.000000, 0.000000, 0.000000, 171.000000, 171.000000, 108.774997, 171.000000, 108.774997, 0.000000, 0.000000, 0.000000, 1.000000, 1.000000, 1.000006, 1.113213, 991.000000, 991.000000, 0.000000, 0.000000, 0.000000 
G53.mat, 1000, 11828.000000, 136.000000, 5.000000, 11.828000, 11828.000000, 1.000000, 348.352941, 1.000000, 0.000000, 0.000000, 136.000000, 136.000000, 108.756609, 136.000000, 108.756609, 0.000000, 0.000000, 0.000000, 1.000000, 1.000000, 1.000006, 1.117622, 996.000000, 996.000000, 0.000000, 0.000000, 0.000000 
G54.mat, 1000, 11832.000000, 136.000000, 5.000000, 11.832000, 11832.000000, 1.000000, 347.941176, 1.000000, 0.000000, 0.000000, 136.000000, 136.000000, 108.774997, 136.000000, 108.774997, 0.000000, 0.000000, 0.000000, 1.000000, 1.000000, 1.000006, 1.117622, 992.000000, 992.000000, 0.000000, 0.000000, 0.000000 
G55.mat, 5000, 24996.000000, 15.000000, 0.000000, 4.999200, 24996.000000, 1.000000, 2974.142857, 1.000000, 0.000000, 0.000000, 15.000000, 15.000000, 158.101233, 15.000000, 158.101233, 0.000000, 0.000000, 0.000000, 1.000000, 1.000000, 1.000000, 1.001398, 4990.000000, 4990.000000, 0.000000, 0.000000, 0.000000 
G56.mat, 5000, 24996.000000, 15.000000, 0.000000, 4.999200, 24996.000000, 1.000000, 2974.142857, 1.000000, 0.000000, 0.000000, 15.000000, 15.000000, 158.101233, 15.000000, 158.101233, 0.000000, 0.000000, 0.000000, 1.000000, 1.000000, 1.000000, 1.001400, 4990.000000, 4990.000000, 0.000000, 0.000000, 0.000000 
G57.mat, 5000, 20000.000000, 4.000000, 4.000000, 4.000000, 20000.000000, 1.000000, 1262.500000, 1.000000, 0.000000, 0.000000, 4.000000, 4.000000, 141.421356, 4.000000, 141.421356, 0.000000, 0.000000, 0.000000, 1.000000, 1.000000, 1.000000, 1.000800, 4950.000000, 4950.000000, 0.000000, 0.000000, 0.000000 
G58.mat, 5000, 59140.000000, 561.000000, 4.000000, 11.828000, 59140.000000, 1.000000, 1443.025907, 1.000000, 0.000000, 0.000000, 561.000000, 561.000000, 243.187171, 561.000000, 243.187171, 0.000000, 0.000000, 0.000000, 1.000000, 1.000000, 1.000000, 1.037117, 4995.000000, 4995.000000, 0.000000, 0.000000, 0.000000 
G59.mat, 5000, 59140.000000, 561.000000, 4.000000, 11.828000, 59140.000000, 1.000000, 1443.025907, 1.000000, 0.000000, 0.000000, 561.000000, 561.000000, 243.187171, 561.000000, 243.187171, 0.000000, 0.000000, 0.000000, 1.000000, 1.000000, 1.000000, 1.038590, 4995.000000, 4995.000000, 0.000000, 0.000000, 0.000000 
G6.mat, 800, 38352.000000, 67.000000, 27.000000, 47.940000, 38352.000000, 1.000000, 368.531915, 1.000000, 0.000000, 0.000000, 67.000000, 67.000000, 195.836667, 67.000000, 195.836667, 0.000000, 0.000000, 0.000000, 1.000000, 1.000000, 1.000061, 1.058809, 798.000000, 798.000000, 0.000000, 0.000000, 0.000000 
G60.mat, 7000, 34296.000000, 14.000000, 0.000000, 4.899429, 34296.000000, 1.000000, 4460.333333, 1.000000, 0.000000, 0.000000, 14.000000, 14.000000, 185.191792, 14.000000, 185.191792, 0.000000, 0.000000, 0.000000, 1.000000, 1.000000, 1.000000, 1.000857, 6943.000000, 6943.000000, 0.000000, 0.000000, 0.000000 
G61.mat, 7000, 34296.000000, 14.000000, 0.000000, 4.899429, 34296.000000, 1.000000, 4460.333333, 1.000000, 0.000000, 0.000000, 14.000000, 14.000000, 185.191792, 14.000000, 185.191792, 0.000000, 0.000000, 0.000000, 1.000000, 1.000000, 1.000000, 1.000857, 6943.000000, 6943.000000, 0.000000, 0.000000, 0.000000 
G62.mat, 7000, 28000.000000, 4.000000, 4.000000, 4.000000, 28000.000000, 1.000000, 1767.500000, 1.000000, 0.000000, 0.000000, 4.000000, 4.000000, 167.332005, 4.000000, 167.332005, 0.000000, 0.000000, 0.000000, 1.000000, 1.000000, 1.000000, 1.000571, 6930.000000, 6930.000000, 0.000000, 0.000000, 0.000000 
G63.mat, 7000, 82918.000000, 589.000000, 4.000000, 11.845429, 82918.000000, 1.000000, 2366.828235, 1.000000, 0.000000, 0.000000, 589.000000, 589.000000, 287.954858, 589.000000, 287.954858, 0.000000, 0.000000, 0.000000, 1.000000, 1.000000, 1.000000, 1.057036, 6993.000000, 6993.000000, 0.000000, 0.000000, 0.000000 
G64.mat, 7000, 82918.000000, 589.000000, 4.000000, 11.845429, 82918.000000, 1.000000, 2366.828235, 1.000000, 0.000000, 0.000000, 589.000000, 589.000000, 287.954858, 589.000000, 287.954858, 0.000000, 0.000000, 0.000000, 1.000000, 1.000000, 1.000000, 1.060720, 6993.000000, 6993.000000, 0.000000, 0.000000, 0.000000 
G65.mat, 8000, 32000.000000, 4.000000, 4.000000, 4.000000, 32000.000000, 1.000000, 2020.000000, 1.000000, 0.000000, 0.000000, 4.000000, 4.000000, 178.885438, 4.000000, 178.885438, 0.000000, 0.000000, 0.000000, 1.000000, 1.000000, 1.000000, 1.000500, 7920.000000, 7920.000000, 0.000000, 0.000000, 0.000000 
G66.mat, 9000, 36000.000000, 4.000000, 4.000000, 4.000000, 36000.000000, 1.000000, 2275.000000, 1.000000, 0.000000, 0.000000, 4.000000, 4.000000, 189.736660, 4.000000, 189.736660, 0.000000, 0.000000, 0.000000, 1.000000, 1.000000, 1.000000, 1.000444, 8900.000000, 8900.000000, 0.000000, 0.000000, 0.000000 
G67.mat, 10000, 40000.000000, 4.000000, 4.000000, 4.000000, 40000.000000, 1.000000, 2525.000000, 1.000000, 0.000000, 0.000000, 4.000000, 4.000000, 200.000000, 4.000000, 200.000000, 0.000000, 0.000000, 0.000000, 1.000000, 1.000000, 1.000000, 1.000400, 9900.000000, 9900.000000, 0.000000, 0.000000, 0.000000 
G7.mat, 800, 38352.000000, 66.000000, 28.000000, 47.940000, 38352.000000, 1.000000, 317.452381, 1.000000, 0.000000, 0.000000, 66.000000, 66.000000, 195.836667, 66.000000, 195.836667, 0.000000, 0.000000, 0.000000, 1.000000, 1.000000, 1.000075, 1.052559, 798.000000, 798.000000, 0.000000, 0.000000, 0.000000 
G8.mat, 800, 38352.000000, 69.000000, 30.000000, 47.940000, 38352.000000, 1.000000, 379.902439, 1.000000, 0.000000, 0.000000, 69.000000, 69.000000, 195.836667, 69.000000, 195.836667, 0.000000, 0.000000, 0.000000, 1.000000, 1.000000, 1.000078, 1.051275, 793.000000, 793.000000, 0.000000, 0.000000, 0.000000 
G9.mat, 800, 38352.000000, 75.000000, 29.000000, 47.940000, 38352.000000, 1.000000, 367.340909, 1.000000, 0.000000, 0.000000, 75.000000, 75.000000, 195.836667, 75.000000, 195.836667, 0.000000, 0.000000, 0.000000, 1.000000, 1.000000, 1.000073, 1.054912, 796.000000, 796.000000, 0.000000, 0.000000, 0.000000 
Hamrle1.mat, 32, 98.000000, 5.000000, 2.000000, 3.062500, 690.985166, 0.000000, 8.111111, 0.000000, 3.646073, 4.053927, 315.747732, 315.747732, 313.676209, 159.001144, 221.802378, 159.001144, 221.802772, 0.126685, 0.000000, 0.000000, 1.002016, 1.026769, 24.000000, 19.000000, 0.113940, -1.000000, 5.000000 
Harvard500.mat, 500, 2636.000000, 195.000000, 1.000000, 5.272000, 2636.000000, 0.000000, 201.737557, 0.000000, 73.000000, 73.000000, 103.000000, 195.000000, 51.341991, 110.500000, 43.295496, 89.500000, 27.595289, 0.146000, 0.000000, 0.000000, 1.000008, 1.238377, 446.000000, 497.000000, 0.146000, -1.000000, 73.000000 
adder_dcop_01.mat, 1813, 11156.000000, 1310.000000, 1.000000, 6.153337, 18.623795, 0.000000, 618.250000, 0.000000, 0.206396, 0.206396, 1.075141, 1.106850, 4.242802, 1.086181, 4.242797, 0.042266, 0.006482, 0.000114, 0.000000, 0.000000, 1.000000, 1.000000, 1763.000000, 1801.000000, 0.000114, -1.000000, 1801.000000 
adder_dcop_02.mat, 1813, 11246.000000, 1310.000000, 1.000000, 6.202978, 23.565497, 0.000000, 618.250000, 0.000000, 2.518173, 2.518173, 1.869179, 1.841591, 4.263426, 1.850842, 4.263353, 0.117562, 0.025092, 0.001389, 0.000000, 0.000000, 1.000000, 1.000000, 1763.000000, 1801.000000, 0.001389, -1.000000, 1801.000000 
