Matrix name, Dimension, nnz, MaxNonzerosPerRow, MinNonzerosPerRow, AvgNonzerosPerRow, AbsoluteNonZeroSum, symmetricity, AvgDiagDist, NonZeroPatternSymmetryV1, Trace, AbsoluteTrace, OneNorm, InfinityNorm, FrobeniusNorm, SymmetricInfinityNorm, SymmetricFrobeniusNorm, AntiSymmetricInfinityNorm, AntiSymmetricFrobeniusNorm, DiagonalAverage, RowDiagonalDominance, ColDiagonalDominance, RowVariance, ColumnVariance, lowerBandwidth, upperBandwidth, DiagonalMean, DiagonalSign, DiagonalNonZeros 
adder_dcop_06.mat,1813,11224,1310,1,6.190844,33.346706,0,618.25,0,9.301042,9.301042,4.229705,4.284418,4.931942,1.869525,4.931848,0.006912,0.030356,0.00513,0,0,1.000001,1.000001,1763,1801,0.00513,-1,1801
adder_dcop_07.mat,1813,11226,1310,1,6.191947,39.104352,0,618.25,0,11.47058,11.47058,7.749682,7.789352,6.945972,1.001497,6.945909,0.002796,0.029616,0.006327,0,0,1.000006,1.000006,1763,1801,0.006327,-1,1801
adder_dcop_08.mat,1813,11242,1310,1,6.200772,32.340206,0,618.25,0,7.818406,7.818406,4.683554,4.722733,4.883395,1.004571,4.883328,0.004571,0.025654,0.004312,0,0,1.000002,1.000002,1763,1801,0.004312,-1,1801
adder_dcop_09.mat,1813,11239,1310,1,6.199117,93.980285,0,618.25,0,44.389694,44.389694,29.867495,29.9004,23.235203,7.734436,23.235193,0.003668,0.021529,0.024484,0,0,1.000088,1.000088,1763,1801,0.024484,-1,1801
adder_dcop_10.mat,1813,11232,1310,1,6.195256,33.995424,0,618.25,0,9.467724,9.467724,4.910904,4.931754,5.168219,1.439946,5.168171,0.003744,0.022247,0.005222,0,0,1.000002,1.000002,1763,1801,0.005222,-1,1801
adder_dcop_11.mat,1813,11243,1310,1,6.201324,29.105902,0,618.25,0,6.631616,6.631616,2.932791,2.94475,4.420132,1.00071,4.420094,0.002868,0.01825,0.003658,0,0,1.000001,1.000001,1763,1801,0.003658,-1,1801
adder_dcop_12.mat,1813,11246,1310,1,6.202978,27.606684,0,618.25,0,5.71098,5.71098,2.439586,2.463291,4.317337,1.000004,4.317304,0.005282,0.016868,0.00315,0,0,1,1,1763,1801,0.00315,-1,1801
adder_dcop_13.mat,1813,11245,1310,1,6.202427,26.880607,0,618.25,0,5.318909,5.318909,2.187828,2.190406,4.290903,1.00009,4.290877,0.001733,0.014966,0.002934,0,0,1,1,1763,1801,0.002934,-1,1801
adder_dcop_14.mat,1813,11246,1310,1,6.202978,27.029977,0,618.25,0,5.41597,5.41597,2.432901,2.441177,4.314751,1.000128,4.314741,0.001686,0.009179,0.002987,0,0,1,1,1763,1801,0.002987,-1,1801
adder_dcop_15.mat,1813,11246,1310,1,6.202978,26.399942,0,618.25,0,5.098468,5.098468,2.178449,2.178523,4.288306,1.000001,4.288298,0.001441,0.008605,0.002812,0,0,1,1,1763,1801,0.002812,-1,1801
adder_dcop_16.mat,1813,11246,1310,1,6.202978,25.974513,0,618.25,0,4.908301,4.908301,2.005446,2.004532,4.276032,1.000001,4.276024,0.001253,0.007999,0.002707,0,0,1,1,1763,1801,0.002707,-1,1801
adder_dcop_17.mat,1813,11246,1310,1,6.202978,25.843914,0,618.25,0,4.842069,4.842069,1.939259,1.943893,4.272138,1.000001,4.272132,0.001442,0.007486,0.002671,0,0,1,1,1763,1801,0.002671,-1,1801
adder_dcop_18.mat,1813,11246,1310,1,6.202978,25.820117,0,618.25,0,4.842688,4.842688,1.916559,1.917831,4.270978,1.000001,4.270971,0.00105,0.007656,0.002671,0,0,1,1,1763,1801,0.002671,-1,1801
adder_dcop_19.mat,1813,11245,1310,1,6.202427,25.664593,0,618.25,0,4.76251,4.76251,1.904575,1.911873,4.270242,1.000001,4.270241,0.000448,0.003705,0.002627,0,0,1,1,1763,1801,0.002627,-1,1801
adder_dcop_20.mat,1813,11246,1310,1,6.202978,25.549799,0,618.25,0,4.702896,4.702896,1.837046,1.837167,4.266591,1.000001,4.266584,0.001447,0.007686,0.002594,0,0,1,1,1763,1801,0.002594,-1,1801
adder_dcop_21.mat,1813,11246,1310,1,6.202978,25.333308,0,618.25,0,4.614777,4.614777,1.664052,1.664944,4.258736,1.000001,4.258729,0.001207,0.007415,0.002545,0,0,1,1,1763,1801,0.002545,-1,1801
adder_dcop_22.mat,1813,11246,1310,1,6.202978,25.315213,0,618.25,0,4.654267,4.654267,1.664904,1.663167,4.258824,1.000001,4.258822,0.00129,0.004362,0.002567,0,0,1,1,1763,1801,0.002567,-1,1801
adder_dcop_23.mat,1813,11246,1310,1,6.202978,25.277197,0,618.25,0,4.651878,4.651878,1.664518,1.663937,4.25884,1.000001,4.25884,0.000573,0.00241,0.002566,0,0,1,1,1763,1801,0.002566,-1,1801
adder_dcop_24.mat,1813,11246,1310,1,6.202978,25.439432,0,618.25,0,4.692944,4.692944,1.663574,1.663551,4.258843,1.000001,4.258834,0.000451,0.008544,0.002588,0,0,1,1,1763,1801,0.002588,-1,1801
adder_dcop_25.mat,1813,11246,1310,1,6.202978,25.563856,0,618.25,0,4.754078,4.754078,1.66388,1.663922,4.258885,1.000001,4.25888,0.002537,0.007105,0.002622,0,0,1,1,1763,1801,0.002622,-1,1801
adder_dcop_26.mat,1813,11246,1310,1,6.202978,25.401863,0,618.25,0,4.686744,4.686744,1.663722,1.664025,4.258834,1.000001,4.258831,0.001215,0.004675,0.002585,0,0,1,1,1763,1801,0.002585,-1,1801
adder_dcop_27.mat,1813,11246,1310,1,6.202978,25.302352,0,618.25,0,4.652064,4.652064,1.663603,1.663606,4.258807,1.000001,4.258806,0.000631,0.002705,0.002566,0,0,1,1,1763,1801,0.002566,-1,1801
adder_dcop_28.mat,1813,11246,1310,1,6.202978,25.256925,0,618.25,0,4.639518,4.639518,1.663805,1.663821,4.258814,1.000001,4.258814,0.000282,0.001469,0.002559,0,0,1,1,1763,1801,0.002559,-1,1801
adder_dcop_29.mat,1813,11246,1310,1,6.202978,25.234316,0,618.25,0,4.630934,4.630934,1.663496,1.663452,4.258791,1.000001,4.258791,0.000312,0.00174,0.002554,0,0,1,1,1763,1801,0.002554,-1,1801
adder_dcop_30.mat,1813,11246,1310,1,6.202978,25.226713,0,618.25,0,4.630241,4.630241,1.663809,1.663837,4.258809,1.000001,4.258808,0.000253,0.001109,0.002554,0,0,1,1,1763,1801,0.002554,-1,1801
adder_dcop_31.mat,1813,11246,1310,1,6.202978,25.215044,0,618.25,0,4.625221,4.625221,1.663608,1.663582,4.258791,1.000001,4.258791,0.000303,0.001119,0.002551,0,0,1,1,1763,1801,0.002551,-1,1801
adder_dcop_32.mat,1813,11246,1310,1,6.202978,25.260057,0,618.25,0,4.649985,4.649985,1.664156,1.664198,4.258859,1.000001,4.258858,0.000194,0.0028,0.002565,0,0,1,1,1763,1801,0.002565,-1,1801
adder_dcop_33.mat,1813,11246,1310,1,6.202978,25.242768,0,618.25,0,4.641623,4.641623,1.664208,1.664233,4.258836,1.000001,4.258836,0.000472,0.001694,0.00256,0,0,1,1,1763,1801,0.00256,-1,1801
adder_dcop_34.mat,1813,11246,1310,1,6.202978,25.318077,0,618.25,0,4.659237,4.659237,1.66371,1.663705,4.258868,1.000001,4.25886,0.001671,0.008195,0.00257,0,0,1,1,1763,1801,0.00257,-1,1801
adder_dcop_35.mat,1813,11246,1310,1,6.202978,25.326714,0,618.25,0,4.669951,4.669951,1.66481,1.662681,4.258834,1.000001,4.258832,0.001298,0.004307,0.002576,0,0,1,1,1763,1801,0.002576,-1,1801
adder_dcop_36.mat,1813,11246,1310,1,6.202978,25.354915,0,618.25,0,4.691675,4.691675,1.713716,1.713718,4.261045,1.000001,4.261044,0.00057,0.003179,0.002588,0,0,1,1,1763,1801,0.002588,-1,1801
adder_dcop_37.mat,1813,11246,1310,1,6.202978,25.26488,0,618.25,0,4.646109,4.646109,1.672243,1.672659,4.259137,1.000001,4.259136,0.000462,0.003243,0.002563,0,0,1,1,1763,1801,0.002563,-1,1801
adder_dcop_38.mat,1813,11246,1310,1,6.202978,25.228848,0,618.25,0,4.630814,4.630814,1.664105,1.664369,4.25881,1.000001,4.25881,0.000306,0.001966,0.002554,0,0,1,1,1763,1801,0.002554,-1,1801
adder_dcop_39.mat,1813,11246,1310,1,6.202978,25.213381,0,618.25,0,4.624175,4.624175,1.663667,1.663698,4.258784,1.000001,4.258784,0.00029,0.001405,0.002551,0,0,1,1,1763,1801,0.002551,-1,1801
adder_dcop_40.mat,1813,11246,1310,1,6.202978,25.221834,0,618.25,0,4.628467,4.628467,1.666359,1.666433,4.258901,1.000001,4.2589,0.000089,0.001005,0.002553,0,0,1,1,1763,1801,0.002553,-1,1801
adder_dcop_41.mat,1813,11246,1310,1,6.202978,25.216307,0,618.25,0,4.624597,4.624597,1.663771,1.663826,4.258795,1.000001,4.258794,0.000535,0.002216,0.002551,0,0,1,1,1763,1801,0.002551,-1,1801
adder_dcop_42.mat,1813,11246,1310,1,6.202978,25.207239,0,618.25,0,4.621101,4.621101,1.663467,1.663415,4.258774,1.000001,4.258774,0.00027,0.001612,0.002549,0,0,1,1,1763,1801,0.002549,-1,1801
adder_dcop_43.mat,1813,11246,1310,1,6.202978,25.211464,0,618.25,0,4.624138,4.624138,1.663817,1.663853,4.258796,1.000001,4.258795,0.00022,0.001077,0.002551,0,0,1,1,1763,1801,0.002551,-1,1801
adder_dcop_44.mat,1813,11245,1310,1,6.202427,25.204365,0,618.25,0,4.620544,4.620544,1.663552,1.663518,4.258777,1.000001,4.258777,0.00033,0.001146,0.002549,0,0,1,1,1763,1801,0.002549,-1,1801
adder_dcop_45.mat,1813,11246,1310,1,6.202978,25.212356,0,618.25,0,4.624685,4.624685,1.663846,1.66388,4.258799,1.000001,4.258799,0.000222,0.000934,0.002551,0,0,1,1,1763,1801,0.002551,-1,1801
adder_dcop_46.mat,1813,11246,1310,1,6.202978,25.205655,0,618.25,0,4.621472,4.621472,1.663679,1.663675,4.258785,1.000001,4.258785,0.000273,0.001042,0.002549,0,0,1,1,1763,1801,0.002549,-1,1801
adder_dcop_47.mat,1813,11246,1310,1,6.202978,25.191739,0,618.25,0,4.615463,4.615463,1.663624,1.663514,4.258767,1.000001,4.258767,0.000233,0.001132,0.002546,0,0,1,1,1763,1801,0.002546,-1,1801
adder_dcop_48.mat,1813,11246,1310,1,6.202978,25.162398,0,618.25,0,4.600298,4.600298,1.663543,1.663825,4.258748,1.000001,4.258748,0.000076,0.001959,0.002537,0,0,1,1,1763,1801,0.002537,-1,1801
adder_dcop_49.mat,1813,11246,1310,1,6.202978,25.167943,0,618.25,0,4.602048,4.602048,1.663624,1.663624,4.258759,1.000001,4.258758,0.000643,0.002913,0.002538,0,0,1,1,1763,1801,0.002538,-1,1801
adder_dcop_50.mat,1813,11246,1310,1,6.202978,25.160119,0,618.25,0,4.59563,4.59563,1.663283,1.663926,4.258738,1.000001,4.258737,0.000157,0.002269,0.002535,0,0,1,1,1763,1801,0.002535,-1,1801
adder_dcop_51.mat,1813,11246,1310,1,6.202978,25.148731,0,618.25,0,4.590665,4.590665,1.659115,1.659115,4.258558,1.000001,4.258558,0.001447,0.002405,0.002532,0,0,1,1,1763,1801,0.002532,-1,1801
adder_dcop_52.mat,1813,11246,1310,1,6.202978,25.116846,0,618.25,0,4.57741,4.57741,1.644497,1.644653,4.257974,1.000001,4.257974,0.001205,0.001804,0.002525,0,0,1,1,1763,1801,0.002525,-1,1801
adder_dcop_53.mat,1813,11246,1310,1,6.202978,25.116598,0,618.25,0,4.581514,4.581514,1.644559,1.644561,4.257985,1.000001,4.257985,0.00024,0.000419,0.002527,0,0,1,1,1763,1801,0.002527,-1,1801
adder_dcop_54.mat,1813,11246,1310,1,6.202978,25.122336,0,618.25,0,4.584158,4.584158,1.644563,1.644563,4.257988,1.000001,4.257988,0.000065,0.001134,0.002528,0,0,1,1,1763,1801,0.002528,-1,1801
adder_dcop_55.mat,1813,11246,1310,1,6.202978,25.132811,0,618.25,0,4.58732,4.58732,1.644563,1.644563,4.257991,1.000001,4.25799,0.000201,0.002562,0.00253,0,0,1,1,1763,1801,0.00253,-1,1801
adder_dcop_56.mat,1813,11246,1310,1,6.202978,25.123216,0,618.25,0,4.584476,4.584476,1.644563,1.644563,4.257989,1.000001,4.257988,0.000089,0.00119,0.002529,0,0,1,1,1763,1801,0.002529,-1,1801
adder_dcop_57.mat,1813,11246,1310,1,6.202978,25.119166,0,618.25,0,4.583378,4.583378,1.644563,1.644563,4.257988,1.000001,4.257988,0.000039,0.000516,0.002528,0,0,1,1,1763,1801,0.002528,-1,1801
adder_dcop_58.mat,1813,11246,1310,1,6.202978,25.117336,0,618.25,0,4.582883,4.582883,1.644563,1.644563,4.257988,1.000001,4.257988,0.000015,0.000206,0.002528,0,0,1,1,1763,1801,0.002528,-1,1801
adder_dcop_59.mat,1813,11246,1310,1,6.202978,25.116595,0,618.25,0,4.582683,4.582683,1.644563,1.644563,4.257988,1.000001,4.257988,0.000006,0.00008,0.002528,0,0,1,1,1763,1801,0.002528,-1,1801
adder_dcop_60.mat,1813,11246,1310,1,6.202978,25.116306,0,618.25,0,4.582605,4.582605,1.644563,1.644563,4.257988,1.000001,4.257988,0.000002,0.000031,0.002528,0,0,1,1,1763,1801,0.002528,-1,1801
adder_dcop_61.mat,1813,11246,1310,1,6.202978,25.116194,0,618.25,0,4.582575,4.582575,1.644563,1.644563,4.257988,1.000001,4.257988,0.000001,0.000012,0.002528,0,0,1,1,1763,1801,0.002528,-1,1801
adder_dcop_62.mat,1813,11246,1310,1,6.202978,25.116151,0,618.25,0,4.582563,4.582563,1.644563,1.644563,4.257988,1.000001,4.257988,0,0.000005,0.002528,0,0,1,1,1763,1801,0.002528,-1,1801
adder_dcop_63.mat,1813,11246,1310,1,6.202978,25.116135,0,618.25,0,4.582559,4.582559,1.644563,1.644563,4.257988,1.000001,4.257988,0,0.000002,0.002528,0,0,1,1,1763,1801,0.002528,-1,1801
adder_dcop_64.mat,1813,11246,1310,1,6.202978,25.116128,0,618.25,0,4.582557,4.582557,1.644563,1.644563,4.257988,1.000001,4.257988,0,0.000001,0.002528,0,0,1,1,1763,1801,0.002528,-1,1801
adder_dcop_65.mat,1813,11246,1310,1,6.202978,25.116126,0,618.25,0,4.582556,4.582556,1.644563,1.644563,4.257988,1.000001,4.257988,0,0,0.002528,0,0,1,1,1763,1801,0.002528,-1,1801
adder_dcop_66.mat,1813,11246,1310,1,6.202978,25.116125,0,618.25,0,4.582556,4.582556,1.644563,1.644563,4.257988,1.000001,4.257988,0,0,0.002528,0,0,1,1,1763,1801,0.002528,-1,1801
adder_dcop_67.mat,1813,11246,1310,1,6.202978,25.116125,0,618.25,0,4.582556,4.582556,1.644563,1.644563,4.257988,1.000001,4.257988,0,0,0.002528,0,0,1,1,1763,1801,0.002528,-1,1801
adder_dcop_68.mat,1813,11246,1310,1,6.202978,25.116125,0,618.25,0,4.582556,4.582556,1.644563,1.644563,4.257988,1.000001,4.257988,0,0,0.002528,0,0,1,1,1763,1801,0.002528,-1,1801
adder_dcop_69.mat,1813,11246,1310,1,6.202978,25.116125,0,618.25,0,4.582556,4.582556,1.644563,1.644563,4.257988,1.000001,4.257988,0,0,0.002528,0,0,1,1,1763,1801,0.002528,-1,1801
adder_trans_01.mat,1814,14579,1335,1,8.036935,86.522301,0,639.2,1,40.45645,40.45645,14.95449,14.952152,8.47042,1.339027,8.470409,0.005423,0.013584,0.022302,0,0,1.000015,1.000015,1802,1802,0.022302,-1,1805
adder_trans_02.mat,1814,14579,1335,1,8.036935,86.522313,0,639.2,1,40.456456,40.456456,14.954489,14.952152,8.47042,1.339027,8.470409,0.005423,0.013584,0.022302,0,0,1.000015,1.000015,1802,1802,0.022302,-1,1805
aft01.mat,8205,125567,21,8,15.303717,1E+15,1,34.375,1,1E+15,1E+15,1E+15,1E+15,1E+15,1E+15,1E+15,0,0,1.21877E+11,1,1,1,1,154,154,1.21877E+11,-1,8205
Alemdar.mat,6245,42581,10,1,6.818415,333269,1,0,1,6245,6245,82,82,1717.399488,82,1717.399488,0,0,1,1,1,1.000008,1.000008,5912,5912,1,-1,6245
arc130.mat,130,1037,39,1,7.976923,4718195.324,0,36.888889,0,139.31779,139.31779,105156.649,1084597.375,488783.4556,542297.1875,345622.0961,542298.1875,345622.0959,1.071675,0,0,1.000062,1.000062,125,105,1.071675,-1,130
ash292.mat,292,2208,14,4,7.561644,2208,1,1.5,1,292,292,14,14,46.98936,14,46.98936,0,0,1,1,1,1.000058,1.000058,24,24,1,-1,292
ash85.mat,85,523,10,3,6.152941,523,1,3.8,1,85,85,10,10,22.869193,10,22.869193,0,0,1,1,1,1.000534,1.000534,39,39,1,-1,85
b_dyn.mat,1089,4144,11,1,3.805326,29913.54325,0,302.727273,0,-0.056683,0.056683,29137.14415,29166.81998,29135.27351,14581.85764,20601.74947,14581.85774,20601.74947,0.000052,0,0,1,1,929,1087,-0.000052,-1,2
b1_ss.mat,7,15,3,2,2.142857,10.061358,0,3.5,0,0,6,2,3,3.068659,1.469321,2.776389,1.530679,1.307032,0.857143,0,0,1.020462,1.020462,6,3,0,-1,6
b2_ss.mat,1089,3895,10,1,3.576676,7402410.807,0,369.444444,0,1,1,300005.0235,200001,777151.8559,53826.14525,549529.3377,50002.40956,549529.3569,0.000918,0,0,1.000002,1.000002,929,1087,0.000918,-1,1
barth.mat,6691,46187,13,4,6.902855,46187,1,942.857143,1,6691,6691,13,13,214.91161,13,214.91161,0,0,1,1,1,1,1,6523,6523,1,-1,6691
barth4.mat,6019,40965,13,4,6.805948,40965,1,503.285714,1,6019,6019,13,13,202.398123,13,202.398123,0,0,1,1,1,1,1,5305,5305,1,-1,6019
barth5.mat,15606,107362,11,4,6.879534,107362,1,2.8,1,15606,15606,11,11,327.661411,11,327.661411,0,0,1,1,1,1,1,15080,15080,1,-1,15606
bayer02.mat,13935,63307,22,1,4.543021,163163.7244,0,8366.6,0,-0.004254,0.004255,126001.0003,126000.1273,129559.5176,63000.06365,91612.41349,63000.06366,91612.41349,0,0,0,1,1,11975,13934,0,-1,4
bayer03.mat,6747,29195,30,1,4.327108,46430351966,0,3372.75,0,-1.079034,1.100104,541830238.6,543846553.8,4489867035,270915102.2,3174815427,270915102.2,3174815427,0.000163,0,0,1,1,5499,6746,-0.00016,-1,7
bayer04.mat,20545,85537,30,1,4.163397,75933432784,0,10271.5,0,0,0,3379670435,3388250071,7541863711,1689835215,5332902972,1689835215,5332902972,0,0,0,1,1,20446,20544,0,0,0
bayer05.mat,3268,20712,66,1,6.337821,5.71358E+12,0,1426.945946,0,-15.780711,15.780711,3.67064E+12,1.92419E+12,2.80564E+12,1.83532E+12,1.98388E+12,1.83532E+12,1.98388E+12,0.004829,0,0,1,1,3008,2941,-0.004829,-1,2
bayer06.mat,3008,20715,73,1,6.886636,1806810173,0,1382.131579,0,0.00499,0.00499,1160759458,608482755,887219707.3,580379712.7,627359071.5,580379712.7,627359071.5,0.000002,0,0,1,1,2745,2941,0.000002,-1,2
bayer07.mat,3268,20963,73,1,6.414627,5.71358E+12,0,1427.5,0,-15.780711,15.780711,3.67064E+12,1.92419E+12,2.80564E+12,1.83532E+12,1.98388E+12,1.83532E+12,1.98388E+12,0.004829,0,0,1,1,3008,2941,-0.004829,-1,2
bayer08.mat,3008,20698,73,1,6.880984,19309910362,0,1382.131579,0,0.053333,0.053333,12405482390,6503089034,9482057955,6202741021,6704827480,6202741021,6704827480,0.000018,0,0,1.000001,1.000001,2745,2941,0.000018,-1,2
bayer09.mat,3083,11767,27,1,3.816737,15454748391,0,1540.5,0,1.172008,1.172008,1212873987,1214888750,3428561275,606436992.7,2424358927,606436989.2,2424358927,0.00038,0,0,1,1,2857,3082,0.00038,-1,4
bayer10.mat,13436,71594,24,1,5.32852,386430.7391,0,5824.142857,0,0.02472,0.04472,10193.72478,20000.01,51148.51767,5000.002502,36167.4602,5031.071161,36167.46718,0.000003,0,0,1,1,11773,13435,0.000002,-1,3
bcspwr01.mat,39,131,6,2,3.358974,131,1,13,1,39,39,6,6,11.445523,6,11.445523,0,0,1,1,1,1.001869,1.001869,38,38,1,-1,39
bcspwr02.mat,49,167,7,2,3.408163,167,1,0.5,1,49,49,7,7,12.922848,7,12.922848,0,0,1,1,1,1.001909,1.001909,34,34,1,-1,49
bcspwr03.mat,118,476,10,2,4.033898,476,1,0.5,1,118,118,10,10,21.817424,10,21.817424,0,0,1,1,1,1.000412,1.000412,115,115,1,-1,118
bcspwr04.mat,274,1612,16,2,5.883212,1612,1,100.2,1,274,274,16,16,40.14972,16,40.14972,0,0,1,1,1,1.000116,1.000116,265,265,1,-1,274
bcspwr05.mat,443,1623,10,2,3.663657,1623,1,210.666667,1,443,443,10,10,40.286474,10,40.286474,0,0,1,1,1,1.000015,1.000015,435,435,1,-1,443
bcspwr06.mat,1454,5300,13,2,3.645117,5300,1,204.333333,1,1454,1454,13,13,72.801099,13,72.801099,0,0,1,1,1,1.000001,1.000001,1341,1341,1,-1,1454
bcspwr07.mat,1612,5824,13,2,3.612903,5824,1,58.333333,1,1612,1612,13,13,76.315136,13,76.315136,0,0,1,1,1,1.000001,1.000001,1487,1487,1,-1,1612
bcspwr08.mat,1624,6050,14,2,3.725369,6050,1,163,1,1624,1624,14,14,77.781746,14,77.781746,0,0,1,1,1,1.000002,1.000002,1494,1494,1,-1,1624
bcspwr09.mat,1723,6511,15,2,3.778874,6511,1,708,1,1723,1723,15,15,80.690768,15,80.690768,0,0,1,1,1,1.000002,1.000002,1663,1663,1,-1,1723
bcspwr10.mat,5300,21842,14,2,4.121132,21842,1,2125,1,5300,5300,14,14,147.790392,14,147.790392,0,0,1,1,1,1,1,5189,5189,1,-1,5300
bcsstk01.mat,48,400,12,5,8.333333,48615456509,1,12,1,32433076217,32433076217,3570948075,3570948075,7521821564,3556080953,7521821564,0,0,675689087.8,1,1,1.34223E+14,1.34223E+14,35,35,675689087.8,-1,48
bcsstk02.mat,66,4356,66,66,66,859114.6919,1,32.5,1,305063.1555,305063.1555,31515.53058,31515.53058,52871.7062,4669.600297,52871.7062,0,0,4622.169023,1,1,845.450896,845.450896,65,65,4622.169023,-1,66
bcsstk03.mat,112,640,6,4,5.714286,1.25839E+12,1,3.5,1,9.31755E+11,9.31755E+11,2.11874E+11,2.11874E+11,3.46866E+11,1.39657E+11,3.46866E+11,0,0,8319242829,1,1,3.77943E+14,3.77943E+14,7,7,8319242829,-1,112
bcsstk04.mat,132,3648,46,15,27.636364,511794780.1,1,16.375,1,292011414.9,292011414.9,13686490.55,13686490.55,41922467.34,12305833.18,41922467.34,0,0,2212207.689,1,1,132299412.7,132299412.7,47,47,2212207.689,-1,132
bcsstk05.mat,153,2423,24,4,15.836601,428241045.2,1,11.058824,1,157682472.3,157682472.3,8585071.212,8585071.212,22067862.84,834644.7349,22067862.84,0,0,1030604.394,1,1,5161966.172,5161966.172,28,28,1030604.394,-1,153
bcsstk06.mat,420,7860,28,2,18.714286,4.10784E+11,1,3.333333,1,2.06459E+11,2.06459E+11,4295243407,4295243407,21277439631,4231528436,21277439631,0,0,491568239.6,1,1,12387044.98,12387044.98,47,47,491568239.6,-1,420
bcsstk07.mat,420,7860,28,2,18.714286,4.10784E+11,1,3.333333,1,2.06459E+11,2.06459E+11,4295243407,4295243407,21277439631,4231528436,21277439631,0,0,491568239.6,1,1,12387044.98,12387044.98,47,47,491568239.6,-1,420
bcsstk08.mat,1074,12960,339,1,12.067039,5.64571E+11,1,3,1,3.79447E+11,3.79447E+11,89548836810,89548836810,1.01139E+11,72722358009,1.01139E+11,0,0,353302467,1,1,71485.35502,71485.35502,590,590,353302467,-1,1074
bcsstk09.mat,1083,18437,23,6,17.024007,50566535742,1,36.6,1,18311300640,18311300640,101268095.6,101268095.6,857340748.5,30677439.87,857340748.5,0,0,16907941.5,1,1,43418065.01,43418065.01,62,62,16907941.5,-1,1083
bcsstk10.mat,1086,22070,27,6,20.322284,13884180389,1,14.5,1,4604150455,4604150455,52137802.53,52137802.53,297357857.8,13394450.64,297357857.8,0,0,4239549.222,1,1,6758.869877,6758.869877,37,37,4239549.222,-1,1086
bcsstk11.mat,1473,34241,33,2,23.245757,1.18748E+11,1,28,1,61738908390,61738908390,741314969.3,741314969.3,4665459844,704786319.6,4665459844,0,0,41913719.21,1,1,169917188,169917188,650,650,41913719.21,-1,1473
bcsstk12.mat,1473,34241,33,2,23.245757,1.18748E+11,1,28,1,61738908390,61738908390,741314969.3,741314969.3,4665459844,704786319.6,4665459844,0,0,41913719.21,1,1,169917188,169917188,650,650,41913719.21,-1,1473
bcsstk13.mat,2003,83883,95,5,41.878682,2.4256E+14,1,87.8,1,6.65102E+13,6.65102E+13,5.15965E+12,5.15965E+12,7.53639E+12,6.08621E+11,7.53639E+12,0,0,33205291103,1,1,12176739.69,12176739.69,1250,1250,33205291103,-1,2003
