class,solver,' MinNonzerosPerRow',' NonZeroPatternSymmetryV1',' lowerBandwidth',' InfinityNorm',' ColumnVariance',' DiagonalMean','DiagonalNonZeros ',' DiagonalAverage'
bad,36564233,3,0,49,15.85352,1.017864,2.96473,62,2.96473
bad,68908713,3,0,49,15.85352,1.017864,2.96473,62,2.96473
bad,36564232,3,0,49,15.85352,1.017864,2.96473,62,2.96473
good,75830645,3,0,49,15.85352,1.017864,2.96473,62,2.96473
bad,36564234,3,0,49,15.85352,1.017864,2.96473,62,2.96473
bad,81986705,3,0,49,15.85352,1.017864,2.96473,62,2.96473
bad,37052870,3,0,49,15.85352,1.017864,2.96473,62,2.96473
bad,37052871,3,0,49,15.85352,1.017864,2.96473,62,2.96473
bad,80361466,3,0,49,15.85352,1.017864,2.96473,62,2.96473
bad,80361467,3,0,49,15.85352,1.017864,2.96473,62,2.96473
bad,80361464,3,0,49,15.85352,1.017864,2.96473,62,2.96473
bad,80361465,3,0,49,15.85352,1.017864,2.96473,62,2.96473
bad,49834420,3,0,49,15.85352,1.017864,2.96473,62,2.96473
bad,1216556,3,0,49,15.85352,1.017864,2.96473,62,2.96473
bad,36564235,3,0,49,15.85352,1.017864,2.96473,62,2.96473
good,75830647,3,0,49,15.85352,1.017864,2.96473,62,2.96473
good,75830646,3,0,49,15.85352,1.017864,2.96473,62,2.96473
good,18524981,3,0,49,15.85352,1.017864,2.96473,62,2.96473
bad,37052869,3,0,49,15.85352,1.017864,2.96473,62,2.96473
bad,37052868,3,0,49,15.85352,1.017864,2.96473,62,2.96473
bad,89565283,4,0,127,59612707.24,75954868.24,2473648.258,3096,2473648.258
bad,91036839,4,0,127,59612707.24,75954868.24,2473648.258,3096,2473648.258
bad,45869639,4,0,127,59612707.24,75954868.24,2473648.258,3096,2473648.258
bad,45869638,4,0,127,59612707.24,75954868.24,2473648.258,3096,2473648.258
bad,45869637,4,0,127,59612707.24,75954868.24,2473648.258,3096,2473648.258
bad,47942867,4,0,127,59612707.24,75954868.24,2473648.258,3096,2473648.258
bad,89269802,4,0,127,59612707.24,75954868.24,2473648.258,3096,2473648.258
bad,89269803,4,0,127,59612707.24,75954868.24,2473648.258,3096,2473648.258
bad,89269801,4,0,127,59612707.24,75954868.24,2473648.258,3096,2473648.258
bad,89269804,4,0,127,59612707.24,75954868.24,2473648.258,3096,2473648.258
bad,30870721,4,0,127,59612707.24,75954868.24,2473648.258,3096,2473648.258
bad,53302993,4,0,127,59612707.24,75954868.24,2473648.258,3096,2473648.258
bad,30870720,4,0,127,59612707.24,75954868.24,2473648.258,3096,2473648.258
bad,64278029,4,0,127,59612707.24,75954868.24,2473648.258,3096,2473648.258
bad,44526267,4,0,127,59612707.24,75954868.24,2473648.258,3096,2473648.258
bad,17734818,4,0,127,59612707.24,75954868.24,2473648.258,3096,2473648.258
bad,95762352,4,0,127,59612707.24,75954868.24,2473648.258,3096,2473648.258
bad,49834417,4,0,127,59612707.24,75954868.24,2473648.258,3096,2473648.258
bad,49834419,4,0,127,59612707.24,75954868.24,2473648.258,3096,2473648.258
bad,49834418,4,0,127,59612707.24,75954868.24,2473648.258,3096,2473648.258
bad,11256942,4,0,127,59612707.24,75954868.24,2473648.258,3096,2473648.258
bad,11256943,4,0,127,59612707.24,75954868.24,2473648.258,3096,2473648.258
bad,11256941,4,0,127,59612707.24,75954868.24,2473648.258,3096,2473648.258
bad,42851841,4,0,127,59612707.24,75954868.24,2473648.258,3096,2473648.258
bad,11256944,4,0,127,59612707.24,75954868.24,2473648.258,3096,2473648.258
bad,31459546,4,0,127,59612707.24,75954868.24,2473648.258,3096,2473648.258
bad,17887723,4,0,127,59612707.24,75954868.24,2473648.258,3096,2473648.258
bad,91845162,4,0,127,59612707.24,75954868.24,2473648.258,3096,2473648.258
bad,53362206,4,0,127,59612707.24,75954868.24,2473648.258,3096,2473648.258
bad,95762355,4,0,127,59612707.24,75954868.24,2473648.258,3096,2473648.258
bad,12321508,4,0,127,59612707.24,75954868.24,2473648.258,3096,2473648.258
bad,75830644,4,0,127,59612707.24,75954868.24,2473648.258,3096,2473648.258
bad,95762353,4,0,127,59612707.24,75954868.24,2473648.258,3096,2473648.258
bad,85483012,4,0,127,59612707.24,75954868.24,2473648.258,3096,2473648.258
bad,47942864,4,0,127,59612707.24,75954868.24,2473648.258,3096,2473648.258
bad,47942865,4,0,127,59612707.24,75954868.24,2473648.258,3096,2473648.258
bad,47942866,4,0,127,59612707.24,75954868.24,2473648.258,3096,2473648.258
bad,8520536,4,0,127,59612707.24,75954868.24,2473648.258,3096,2473648.258
bad,82456576,4,0,127,59612707.24,75954868.24,2473648.258,3096,2473648.258
bad,95762354,4,0,127,59612707.24,75954868.24,2473648.258,3096,2473648.258
bad,90783920,4,0,127,59612707.24,75954868.24,2473648.258,3096,2473648.258
bad,99720138,4,0,127,59612707.24,75954868.24,2473648.258,3096,2473648.258
bad,30870723,4,0,127,59612707.24,75954868.24,2473648.258,3096,2473648.258
bad,30870722,4,0,127,59612707.24,75954868.24,2473648.258,3096,2473648.258
bad,13323659,4,0,127,59612707.24,75954868.24,2473648.258,3096,2473648.258
bad,45869640,4,0,127,59612707.24,75954868.24,2473648.258,3096,2473648.258
bad,36564233,4,0,127,59612707.24,75954868.24,2473648.258,3096,2473648.258
bad,68908713,4,0,127,59612707.24,75954868.24,2473648.258,3096,2473648.258
bad,36564232,4,0,127,59612707.24,75954868.24,2473648.258,3096,2473648.258
bad,75830645,4,0,127,59612707.24,75954868.24,2473648.258,3096,2473648.258
bad,36564234,4,0,127,59612707.24,75954868.24,2473648.258,3096,2473648.258
bad,81986705,4,0,127,59612707.24,75954868.24,2473648.258,3096,2473648.258
bad,37052870,4,0,127,59612707.24,75954868.24,2473648.258,3096,2473648.258
bad,37052871,4,0,127,59612707.24,75954868.24,2473648.258,3096,2473648.258
bad,80361466,4,0,127,59612707.24,75954868.24,2473648.258,3096,2473648.258
bad,80361467,4,0,127,59612707.24,75954868.24,2473648.258,3096,2473648.258
bad,80361464,4,0,127,59612707.24,75954868.24,2473648.258,3096,2473648.258
bad,80361465,4,0,127,59612707.24,75954868.24,2473648.258,3096,2473648.258
bad,49834420,4,0,127,59612707.24,75954868.24,2473648.258,3096,2473648.258
bad,1216556,4,0,127,59612707.24,75954868.24,2473648.258,3096,2473648.258
bad,36564235,4,0,127,59612707.24,75954868.24,2473648.258,3096,2473648.258
bad,75830647,4,0,127,59612707.24,75954868.24,2473648.258,3096,2473648.258
good,75830646,4,0,127,59612707.24,75954868.24,2473648.258,3096,2473648.258
bad,18524981,4,0,127,59612707.24,75954868.24,2473648.258,3096,2473648.258
bad,37052869,4,0,127,59612707.24,75954868.24,2473648.258,3096,2473648.258
bad,37052868,4,0,127,59612707.24,75954868.24,2473648.258,3096,2473648.258
good,89565283,1,0,1763,1.837167,1,0.002594,1801,0.002594
good,91036839,1,0,1763,1.837167,1,0.002594,1801,0.002594
good,45869639,1,0,1763,1.837167,1,0.002594,1801,0.002594
good,45869638,1,0,1763,1.837167,1,0.002594,1801,0.002594
good,45869637,1,0,1763,1.837167,1,0.002594,1801,0.002594
good,47942867,1,0,1763,1.837167,1,0.002594,1801,0.002594
good,89269802,1,0,1763,1.837167,1,0.002594,1801,0.002594
good,89269803,1,0,1763,1.837167,1,0.002594,1801,0.002594
good,89269801,1,0,1763,1.837167,1,0.002594,1801,0.002594
good,89269804,1,0,1763,1.837167,1,0.002594,1801,0.002594
good,30870721,1,0,1763,1.837167,1,0.002594,1801,0.002594
good,53302993,1,0,1763,1.837167,1,0.002594,1801,0.002594
good,30870720,1,0,1763,1.837167,1,0.002594,1801,0.002594
good,64278029,1,0,1763,1.837167,1,0.002594,1801,0.002594
good,44526267,1,0,1763,1.837167,1,0.002594,1801,0.002594
good,17734818,1,0,1763,1.837167,1,0.002594,1801,0.002594
good,95762352,1,0,1763,1.837167,1,0.002594,1801,0.002594
good,49834417,1,0,1763,1.837167,1,0.002594,1801,0.002594
good,49834419,1,0,1763,1.837167,1,0.002594,1801,0.002594
good,49834418,1,0,1763,1.837167,1,0.002594,1801,0.002594
good,11256942,1,0,1763,1.837167,1,0.002594,1801,0.002594
good,11256943,1,0,1763,1.837167,1,0.002594,1801,0.002594
good,11256941,1,0,1763,1.837167,1,0.002594,1801,0.002594
good,42851841,1,0,1763,1.837167,1,0.002594,1801,0.002594
good,11256944,1,0,1763,1.837167,1,0.002594,1801,0.002594
good,31459546,1,0,1763,1.837167,1,0.002594,1801,0.002594
good,17887723,1,0,1763,1.837167,1,0.002594,1801,0.002594
good,91845162,1,0,1763,1.837167,1,0.002594,1801,0.002594
good,53362206,1,0,1763,1.837167,1,0.002594,1801,0.002594
good,95762355,1,0,1763,1.837167,1,0.002594,1801,0.002594
good,12321508,1,0,1763,1.837167,1,0.002594,1801,0.002594
good,75830644,1,0,1763,1.837167,1,0.002594,1801,0.002594
good,95762353,1,0,1763,1.837167,1,0.002594,1801,0.002594
good,85483012,1,0,1763,1.837167,1,0.002594,1801,0.002594
good,47942864,1,0,1763,1.837167,1,0.002594,1801,0.002594
good,47942865,1,0,1763,1.837167,1,0.002594,1801,0.002594
good,47942866,1,0,1763,1.837167,1,0.002594,1801,0.002594
good,8520536,1,0,1763,1.837167,1,0.002594,1801,0.002594
good,82456576,1,0,1763,1.837167,1,0.002594,1801,0.002594
good,95762354,1,0,1763,1.837167,1,0.002594,1801,0.002594
good,90783920,1,0,1763,1.837167,1,0.002594,1801,0.002594
good,99720138,1,0,1763,1.837167,1,0.002594,1801,0.002594
good,30870723,1,0,1763,1.837167,1,0.002594,1801,0.002594
good,30870722,1,0,1763,1.837167,1,0.002594,1801,0.002594
good,13323659,1,0,1763,1.837167,1,0.002594,1801,0.002594
good,45869640,1,0,1763,1.837167,1,0.002594,1801,0.002594
good,36564233,1,0,1763,1.837167,1,0.002594,1801,0.002594
good,68908713,1,0,1763,1.837167,1,0.002594,1801,0.002594
good,36564232,1,0,1763,1.837167,1,0.002594,1801,0.002594
good,75830645,1,0,1763,1.837167,1,0.002594,1801,0.002594
good,36564234,1,0,1763,1.837167,1,0.002594,1801,0.002594
good,81986705,1,0,1763,1.837167,1,0.002594,1801,0.002594
good,37052870,1,0,1763,1.837167,1,0.002594,1801,0.002594
good,37052871,1,0,1763,1.837167,1,0.002594,1801,0.002594
good,80361466,1,0,1763,1.837167,1,0.002594,1801,0.002594
good,80361467,1,0,1763,1.837167,1,0.002594,1801,0.002594
good,80361464,1,0,1763,1.837167,1,0.002594,1801,0.002594
good,80361465,1,0,1763,1.837167,1,0.002594,1801,0.002594
good,49834420,1,0,1763,1.837167,1,0.002594,1801,0.002594
good,1216556,1,0,1763,1.837167,1,0.002594,1801,0.002594
good,36564235,1,0,1763,1.837167,1,0.002594,1801,0.002594
good,75830647,1,0,1763,1.837167,1,0.002594,1801,0.002594
good,75830646,1,0,1763,1.837167,1,0.002594,1801,0.002594
good,18524981,1,0,1763,1.837167,1,0.002594,1801,0.002594
good,37052869,1,0,1763,1.837167,1,0.002594,1801,0.002594
good,37052868,1,0,1763,1.837167,1,0.002594,1801,0.002594
good,89565283,1,0,1763,1.663415,1,0.002549,1801,0.002549
good,91036839,1,0,1763,1.663415,1,0.002549,1801,0.002549
good,45869639,1,0,1763,1.663415,1,0.002549,1801,0.002549
good,45869638,1,0,1763,1.663415,1,0.002549,1801,0.002549
good,45869637,1,0,1763,1.663415,1,0.002549,1801,0.002549
good,47942867,1,0,1763,1.663415,1,0.002549,1801,0.002549
good,89269802,1,0,1763,1.663415,1,0.002549,1801,0.002549
good,89269803,1,0,1763,1.663415,1,0.002549,1801,0.002549
good,89269801,1,0,1763,1.663415,1,0.002549,1801,0.002549
good,89269804,1,0,1763,1.663415,1,0.002549,1801,0.002549
good,30870721,1,0,1763,1.663415,1,0.002549,1801,0.002549
good,53302993,1,0,1763,1.663415,1,0.002549,1801,0.002549
good,30870720,1,0,1763,1.663415,1,0.002549,1801,0.002549
good,64278029,1,0,1763,1.663415,1,0.002549,1801,0.002549
good,44526267,1,0,1763,1.663415,1,0.002549,1801,0.002549
good,17734818,1,0,1763,1.663415,1,0.002549,1801,0.002549
good,95762352,1,0,1763,1.663415,1,0.002549,1801,0.002549
good,49834417,1,0,1763,1.663415,1,0.002549,1801,0.002549
good,49834419,1,0,1763,1.663415,1,0.002549,1801,0.002549
good,49834418,1,0,1763,1.663415,1,0.002549,1801,0.002549
good,11256942,1,0,1763,1.663415,1,0.002549,1801,0.002549
good,11256943,1,0,1763,1.663415,1,0.002549,1801,0.002549
good,11256941,1,0,1763,1.663415,1,0.002549,1801,0.002549
good,42851841,1,0,1763,1.663415,1,0.002549,1801,0.002549
good,11256944,1,0,1763,1.663415,1,0.002549,1801,0.002549
good,31459546,1,0,1763,1.663415,1,0.002549,1801,0.002549
good,17887723,1,0,1763,1.663415,1,0.002549,1801,0.002549
good,91845162,1,0,1763,1.663415,1,0.002549,1801,0.002549
good,53362206,1,0,1763,1.663415,1,0.002549,1801,0.002549
good,95762355,1,0,1763,1.663415,1,0.002549,1801,0.002549
good,12321508,1,0,1763,1.663415,1,0.002549,1801,0.002549
good,75830644,1,0,1763,1.663415,1,0.002549,1801,0.002549
good,95762353,1,0,1763,1.663415,1,0.002549,1801,0.002549
good,85483012,1,0,1763,1.663415,1,0.002549,1801,0.002549
good,47942864,1,0,1763,1.663415,1,0.002549,1801,0.002549
good,47942865,1,0,1763,1.663415,1,0.002549,1801,0.002549
good,47942866,1,0,1763,1.663415,1,0.002549,1801,0.002549
good,8520536,1,0,1763,1.663415,1,0.002549,1801,0.002549
good,82456576,1,0,1763,1.663415,1,0.002549,1801,0.002549
good,95762354,1,0,1763,1.663415,1,0.002549,1801,0.002549
good,90783920,1,0,1763,1.663415,1,0.002549,1801,0.002549
good,99720138,1,0,1763,1.663415,1,0.002549,1801,0.002549
good,30870723,1,0,1763,1.663415,1,0.002549,1801,0.002549
good,30870722,1,0,1763,1.663415,1,0.002549,1801,0.002549
good,13323659,1,0,1763,1.663415,1,0.002549,1801,0.002549
good,45869640,1,0,1763,1.663415,1,0.002549,1801,0.002549
good,36564233,1,0,1763,1.663415,1,0.002549,1801,0.002549
good,68908713,1,0,1763,1.663415,1,0.002549,1801,0.002549
good,36564232,1,0,1763,1.663415,1,0.002549,1801,0.002549
good,75830645,1,0,1763,1.663415,1,0.002549,1801,0.002549
good,36564234,1,0,1763,1.663415,1,0.002549,1801,0.002549
good,81986705,1,0,1763,1.663415,1,0.002549,1801,0.002549
good,37052870,1,0,1763,1.663415,1,0.002549,1801,0.002549
good,37052871,1,0,1763,1.663415,1,0.002549,1801,0.002549
good,80361466,1,0,1763,1.663415,1,0.002549,1801,0.002549
good,80361467,1,0,1763,1.663415,1,0.002549,1801,0.002549
good,80361464,1,0,1763,1.663415,1,0.002549,1801,0.002549
good,80361465,1,0,1763,1.663415,1,0.002549,1801,0.002549
good,49834420,1,0,1763,1.663415,1,0.002549,1801,0.002549
good,1216556,1,0,1763,1.663415,1,0.002549,1801,0.002549
good,36564235,1,0,1763,1.663415,1,0.002549,1801,0.002549
good,75830647,1,0,1763,1.663415,1,0.002549,1801,0.002549
good,75830646,1,0,1763,1.663415,1,0.002549,1801,0.002549
good,18524981,1,0,1763,1.663415,1,0.002549,1801,0.002549
good,37052869,1,0,1763,1.663415,1,0.002549,1801,0.002549
good,37052868,1,0,1763,1.663415,1,0.002549,1801,0.002549
good,89565283,1,0,564,318714.29,1.001527,-0.001864,5,0.007297
good,91036839,1,0,564,318714.29,1.001527,-0.001864,5,0.007297
good,45869639,1,0,564,318714.29,1.001527,-0.001864,5,0.007297
good,45869638,1,0,564,318714.29,1.001527,-0.001864,5,0.007297
good,45869637,1,0,564,318714.29,1.001527,-0.001864,5,0.007297
good,47942867,1,0,564,318714.29,1.001527,-0.001864,5,0.007297
good,89269802,1,0,564,318714.29,1.001527,-0.001864,5,0.007297
good,89269803,1,0,564,318714.29,1.001527,-0.001864,5,0.007297
good,89269801,1,0,564,318714.29,1.001527,-0.001864,5,0.007297
good,89269804,1,0,564,318714.29,1.001527,-0.001864,5,0.007297
good,30870721,1,0,564,318714.29,1.001527,-0.001864,5,0.007297
good,53302993,1,0,564,318714.29,1.001527,-0.001864,5,0.007297
good,30870720,1,0,564,318714.29,1.001527,-0.001864,5,0.007297
good,64278029,1,0,564,318714.29,1.001527,-0.001864,5,0.007297
good,44526267,1,0,564,318714.29,1.001527,-0.001864,5,0.007297
good,17734818,1,0,564,318714.29,1.001527,-0.001864,5,0.007297
good,95762352,1,0,564,318714.29,1.001527,-0.001864,5,0.007297
good,49834417,1,0,564,318714.29,1.001527,-0.001864,5,0.007297
good,49834419,1,0,564,318714.29,1.001527,-0.001864,5,0.007297
good,49834418,1,0,564,318714.29,1.001527,-0.001864,5,0.007297
good,11256942,1,0,564,318714.29,1.001527,-0.001864,5,0.007297
good,11256943,1,0,564,318714.29,1.001527,-0.001864,5,0.007297
good,11256941,1,0,564,318714.29,1.001527,-0.001864,5,0.007297
good,42851841,1,0,564,318714.29,1.001527,-0.001864,5,0.007297
good,11256944,1,0,564,318714.29,1.001527,-0.001864,5,0.007297
good,31459546,1,0,564,318714.29,1.001527,-0.001864,5,0.007297
good,17887723,1,0,564,318714.29,1.001527,-0.001864,5,0.007297
good,91845162,1,0,564,318714.29,1.001527,-0.001864,5,0.007297
good,53362206,1,0,564,318714.29,1.001527,-0.001864,5,0.007297
good,95762355,1,0,564,318714.29,1.001527,-0.001864,5,0.007297
good,12321508,1,0,564,318714.29,1.001527,-0.001864,5,0.007297
good,75830644,1,0,564,318714.29,1.001527,-0.001864,5,0.007297
good,95762353,1,0,564,318714.29,1.001527,-0.001864,5,0.007297
good,85483012,1,0,564,318714.29,1.001527,-0.001864,5,0.007297
good,47942864,1,0,564,318714.29,1.001527,-0.001864,5,0.007297
good,47942865,1,0,564,318714.29,1.001527,-0.001864,5,0.007297
good,47942866,1,0,564,318714.29,1.001527,-0.001864,5,0.007297
good,8520536,1,0,564,318714.29,1.001527,-0.001864,5,0.007297
good,82456576,1,0,564,318714.29,1.001527,-0.001864,5,0.007297
good,95762354,1,0,564,318714.29,1.001527,-0.001864,5,0.007297
good,90783920,1,0,564,318714.29,1.001527,-0.001864,5,0.007297
good,99720138,1,0,564,318714.29,1.001527,-0.001864,5,0.007297
good,30870723,1,0,564,318714.29,1.001527,-0.001864,5,0.007297
good,30870722,1,0,564,318714.29,1.001527,-0.001864,5,0.007297
good,13323659,1,0,564,318714.29,1.001527,-0.001864,5,0.007297
good,45869640,1,0,564,318714.29,1.001527,-0.001864,5,0.007297
good,36564233,1,0,564,318714.29,1.001527,-0.001864,5,0.007297
good,68908713,1,0,564,318714.29,1.001527,-0.001864,5,0.007297
good,36564232,1,0,564,318714.29,1.001527,-0.001864,5,0.007297
good,75830645,1,0,564,318714.29,1.001527,-0.001864,5,0.007297
good,36564234,1,0,564,318714.29,1.001527,-0.001864,5,0.007297
good,81986705,1,0,564,318714.29,1.001527,-0.001864,5,0.007297
good,37052870,1,0,564,318714.29,1.001527,-0.001864,5,0.007297
good,37052871,1,0,564,318714.29,1.001527,-0.001864,5,0.007297
good,80361466,1,0,564,318714.29,1.001527,-0.001864,5,0.007297
good,80361467,1,0,564,318714.29,1.001527,-0.001864,5,0.007297
good,80361464,1,0,564,318714.29,1.001527,-0.001864,5,0.007297
good,80361465,1,0,564,318714.29,1.001527,-0.001864,5,0.007297
good,49834420,1,0,564,318714.29,1.001527,-0.001864,5,0.007297
good,1216556,1,0,564,318714.29,1.001527,-0.001864,5,0.007297
good,36564235,1,0,564,318714.29,1.001527,-0.001864,5,0.007297
good,75830647,1,0,564,318714.29,1.001527,-0.001864,5,0.007297
good,75830646,1,0,564,318714.29,1.001527,-0.001864,5,0.007297
good,18524981,1,0,564,318714.29,1.001527,-0.001864,5,0.007297
good,37052869,1,0,564,318714.29,1.001527,-0.001864,5,0.007297
good,37052868,1,0,564,318714.29,1.001527,-0.001864,5,0.007297
good,89565283,1,0,929,29166.81998,1.000918,-0.000052,2,0.000052
good,91036839,1,0,929,29166.81998,1.000918,-0.000052,2,0.000052
good,45869639,1,0,929,29166.81998,1.000918,-0.000052,2,0.000052
good,45869638,1,0,929,29166.81998,1.000918,-0.000052,2,0.000052
good,45869637,1,0,929,29166.81998,1.000918,-0.000052,2,0.000052
good,47942867,1,0,929,29166.81998,1.000918,-0.000052,2,0.000052
good,89269802,1,0,929,29166.81998,1.000918,-0.000052,2,0.000052
good,89269803,1,0,929,29166.81998,1.000918,-0.000052,2,0.000052
good,89269801,1,0,929,29166.81998,1.000918,-0.000052,2,0.000052
good,89269804,1,0,929,29166.81998,1.000918,-0.000052,2,0.000052
good,30870721,1,0,929,29166.81998,1.000918,-0.000052,2,0.000052
good,53302993,1,0,929,29166.81998,1.000918,-0.000052,2,0.000052
good,30870720,1,0,929,29166.81998,1.000918,-0.000052,2,0.000052
good,64278029,1,0,929,29166.81998,1.000918,-0.000052,2,0.000052
good,44526267,1,0,929,29166.81998,1.000918,-0.000052,2,0.000052
good,17734818,1,0,929,29166.81998,1.000918,-0.000052,2,0.000052
good,95762352,1,0,929,29166.81998,1.000918,-0.000052,2,0.000052
