@relation 'petsc_data-weka.filters.unsupervised.attribute.Remove-R31-weka.filters.unsupervised.attribute.Remove-R2,4-7,9,11-15,17-20,22-28-weka.filters.unsupervised.attribute.Remove-R2,4'

@attribute ' MinNonzerosPerRow' numeric
@attribute ' lowerBandwidth' numeric
@attribute ' ColumnVariance' numeric
@attribute ' DiagonalAverage' numeric
@attribute ' DiagonalNonZeros' numeric
@attribute solver {89565283,8793455,90197667,49598909,91036839,45869639,45869638,45869637,47942867,89269802,89269803,89269801,89269804,59072883,59072882,59072881,7285381,7285384,59072884,49598911,49598910,49598912,30870721,36025723,36025722,53302993,30870720,64278029,36025724,44526267,8793454,8793456,8793453,17734818,32168839,32168838,57331597,95762352,57331599,57331598,32168837,88865078,88865079,49834417,49834419,49834418,88865076,88865077,11256942,11256943,11256941,42851841,11256944,31459546,17887723,91845162,53362206,95762355,12321508,75830644,57331600,43373444,95762353,43373441,43373442,43373443,91068411,91068410,5890861,85483012,5890863,5890862,18868444,18868441,18868443,18868442,91068408,47942864,47942865,47942866,91068409,8520536,5890860,82456576,29030069,95762354,90783920,99720138,29030071,29030070,29030072,85490469,30870723,30870722,26415435,26415434,26415433,26415432,13323659,45869640,36564233,68908713,7285382,36564232,7285383,75830645,36564234,81986705,29553941,29553943,29553942,69654761,29553944,69654763,69654762,32874609,32168840,90197664,90197665,90197666,69654760,37052870,37052871,19932321,19932323,19932322,19932324,80361466,80361467,80361464,80361465,49834420,1216556,38678404,38678401,38678402,38678403,32874611,32874610,32874612,44114477,44114476,44114479,44114478,36564235,36025721,75830647,75830646,85490471,85490470,85490472,18524981,37052869,37052868}
@attribute class {good,bad}

@data
4,768,0.005,0,0,80361467,good
4,768,0.005,0,0,80361464,good
4,768,0.005,0,0,80361465,good
4,768,0.005,0,0,49834420,good
4,768,0.005,0,0,1216556,good
4,768,0.005,0,0,36564235,good
4,768,0.005,0,0,75830647,good
4,768,0.005,0,0,75830646,good
4,768,0.005,0,0,18524981,good
4,768,0.005,0,0,37052869,good
4,768,0.005,0,0,37052868,good
3,49,0.247822,2.96473,62,89565283,bad
3,49,0.247822,2.96473,62,91036839,bad
3,49,0.247822,2.96473,62,45869639,bad
3,49,0.247822,2.96473,62,45869638,bad
3,49,0.247822,2.96473,62,45869637,bad
3,49,0.247822,2.96473,62,47942867,bad
3,49,0.247822,2.96473,62,89269802,bad
3,49,0.247822,2.96473,62,89269803,bad
3,49,0.247822,2.96473,62,89269801,bad
3,49,0.247822,2.96473,62,89269804,bad
3,49,0.247822,2.96473,62,30870721,bad
3,49,0.247822,2.96473,62,53302993,bad
3,49,0.247822,2.96473,62,30870720,bad
3,49,0.247822,2.96473,62,64278029,bad
3,49,0.247822,2.96473,62,44526267,bad
3,49,0.247822,2.96473,62,17734818,bad
3,49,0.247822,2.96473,62,95762352,bad
3,49,0.247822,2.96473,62,49834417,bad
3,49,0.247822,2.96473,62,49834419,bad
3,49,0.247822,2.96473,62,49834418,bad
3,49,0.247822,2.96473,62,11256942,bad
3,49,0.247822,2.96473,62,11256943,bad
3,49,0.247822,2.96473,62,11256941,bad
3,49,0.247822,2.96473,62,42851841,bad
3,49,0.247822,2.96473,62,11256944,bad
3,49,0.247822,2.96473,62,31459546,bad
3,49,0.247822,2.96473,62,17887723,bad
3,49,0.247822,2.96473,62,91845162,bad
3,49,0.247822,2.96473,62,53362206,bad
3,49,0.247822,2.96473,62,95762355,good
3,49,0.247822,2.96473,62,12321508,bad
3,49,0.247822,2.96473,62,75830644,good
3,49,0.247822,2.96473,62,95762353,good
3,49,0.247822,2.96473,62,85483012,bad
3,49,0.247822,2.96473,62,47942864,bad
3,49,0.247822,2.96473,62,47942865,bad
3,49,0.247822,2.96473,62,47942866,bad
3,49,0.247822,2.96473,62,8520536,bad
3,49,0.247822,2.96473,62,82456576,bad
3,49,0.247822,2.96473,62,95762354,bad
3,49,0.247822,2.96473,62,90783920,bad
3,49,0.247822,2.96473,62,99720138,good
3,49,0.247822,2.96473,62,30870723,bad
3,49,0.247822,2.96473,62,30870722,bad
3,49,0.247822,2.96473,62,13323659,bad
3,49,0.247822,2.96473,62,45869640,bad
3,49,0.247822,2.96473,62,36564233,bad
3,49,0.247822,2.96473,62,68908713,bad
3,49,0.247822,2.96473,62,36564232,bad
3,49,0.247822,2.96473,62,75830645,good
3,49,0.247822,2.96473,62,36564234,bad
3,49,0.247822,2.96473,62,81986705,bad
3,49,0.247822,2.96473,62,37052870,bad
3,49,0.247822,2.96473,62,37052871,bad
3,49,0.247822,2.96473,62,80361466,bad
3,49,0.247822,2.96473,62,80361467,bad
3,49,0.247822,2.96473,62,80361464,bad
3,49,0.247822,2.96473,62,80361465,bad
3,49,0.247822,2.96473,62,49834420,bad
3,49,0.247822,2.96473,62,1216556,bad
3,49,0.247822,2.96473,62,36564235,bad
3,49,0.247822,2.96473,62,75830647,good
3,49,0.247822,2.96473,62,75830646,good
3,49,0.247822,2.96473,62,18524981,good
3,49,0.247822,2.96473,62,37052869,bad
3,49,0.247822,2.96473,62,37052868,bad
1,864,0.000239,0.258408,1136,89565283,good
1,864,0.000239,0.258408,1136,91036839,good
1,864,0.000239,0.258408,1136,45869639,good
1,864,0.000239,0.258408,1136,45869638,good
1,864,0.000239,0.258408,1136,45869637,good
1,864,0.000239,0.258408,1136,47942867,good
1,864,0.000239,0.258408,1136,89269802,good
1,864,0.000239,0.258408,1136,89269803,good
1,864,0.000239,0.258408,1136,89269801,good
1,864,0.000239,0.258408,1136,89269804,good
1,864,0.000239,0.258408,1136,30870721,good
1,864,0.000239,0.258408,1136,53302993,good
1,864,0.000239,0.258408,1136,30870720,good
1,864,0.000239,0.258408,1136,64278029,good
1,864,0.000239,0.258408,1136,44526267,good
1,864,0.000239,0.258408,1136,17734818,good
1,864,0.000239,0.258408,1136,95762352,good
1,864,0.000239,0.258408,1136,49834417,good
1,864,0.000239,0.258408,1136,49834419,good
1,864,0.000239,0.258408,1136,49834418,good
1,864,0.000239,0.258408,1136,11256942,good
1,864,0.000239,0.258408,1136,11256943,good
1,864,0.000239,0.258408,1136,11256941,good
1,864,0.000239,0.258408,1136,42851841,good
1,864,0.000239,0.258408,1136,11256944,good
1,864,0.000239,0.258408,1136,31459546,good
1,864,0.000239,0.258408,1136,17887723,good
1,864,0.000239,0.258408,1136,91845162,good
1,864,0.000239,0.258408,1136,53362206,good
1,864,0.000239,0.258408,1136,95762355,good
1,864,0.000239,0.258408,1136,12321508,good
1,864,0.000239,0.258408,1136,75830644,good
1,864,0.000239,0.258408,1136,95762353,good
1,864,0.000239,0.258408,1136,85483012,good
1,864,0.000239,0.258408,1136,47942864,good
1,864,0.000239,0.258408,1136,47942865,good
1,864,0.000239,0.258408,1136,47942866,good
1,864,0.000239,0.258408,1136,8520536,good
1,864,0.000239,0.258408,1136,82456576,good
1,864,0.000239,0.258408,1136,95762354,good
1,864,0.000239,0.258408,1136,90783920,good
1,864,0.000239,0.258408,1136,99720138,good
1,864,0.000239,0.258408,1136,30870723,good
1,864,0.000239,0.258408,1136,30870722,good
1,864,0.000239,0.258408,1136,13323659,good
1,864,0.000239,0.258408,1136,45869640,good
1,864,0.000239,0.258408,1136,36564233,good
1,864,0.000239,0.258408,1136,68908713,good
1,864,0.000239,0.258408,1136,36564232,good
1,864,0.000239,0.258408,1136,75830645,good
1,864,0.000239,0.258408,1136,36564234,good
1,864,0.000239,0.258408,1136,81986705,good
1,864,0.000239,0.258408,1136,37052870,good
1,864,0.000239,0.258408,1136,37052871,good
1,864,0.000239,0.258408,1136,80361466,good
1,864,0.000239,0.258408,1136,80361467,good
1,864,0.000239,0.258408,1136,80361464,good
1,864,0.000239,0.258408,1136,80361465,good
1,864,0.000239,0.258408,1136,49834420,good
1,864,0.000239,0.258408,1136,1216556,good
1,864,0.000239,0.258408,1136,36564235,good
1,864,0.000239,0.258408,1136,75830647,good
1,864,0.000239,0.258408,1136,75830646,good
1,864,0.000239,0.258408,1136,18524981,good
1,864,0.000239,0.258408,1136,37052869,good
1,864,0.000239,0.258408,1136,37052868,good
4,127,18786809330,2473648.258,3096,89565283,bad
4,127,18786809330,2473648.258,3096,91036839,bad
4,127,18786809330,2473648.258,3096,45869639,bad
4,127,18786809330,2473648.258,3096,45869638,bad
4,127,18786809330,2473648.258,3096,45869637,bad
4,127,18786809330,2473648.258,3096,47942867,bad
4,127,18786809330,2473648.258,3096,89269802,bad
4,127,18786809330,2473648.258,3096,89269803,bad
4,127,18786809330,2473648.258,3096,89269801,bad
4,127,18786809330,2473648.258,3096,89269804,bad
4,127,18786809330,2473648.258,3096,30870721,bad
4,127,18786809330,2473648.258,3096,53302993,bad
4,127,18786809330,2473648.258,3096,30870720,bad
4,127,18786809330,2473648.258,3096,64278029,bad
4,127,18786809330,2473648.258,3096,44526267,bad
4,127,18786809330,2473648.258,3096,17734818,bad
4,127,18786809330,2473648.258,3096,95762352,bad
4,127,18786809330,2473648.258,3096,49834417,bad
4,127,18786809330,2473648.258,3096,49834419,bad
4,127,18786809330,2473648.258,3096,49834418,bad
4,127,18786809330,2473648.258,3096,11256942,bad
4,127,18786809330,2473648.258,3096,11256943,bad
4,127,18786809330,2473648.258,3096,11256941,bad
4,127,18786809330,2473648.258,3096,42851841,bad
4,127,18786809330,2473648.258,3096,11256944,bad
4,127,18786809330,2473648.258,3096,31459546,bad
4,127,18786809330,2473648.258,3096,17887723,bad
4,127,18786809330,2473648.258,3096,91845162,bad
4,127,18786809330,2473648.258,3096,53362206,bad
4,127,18786809330,2473648.258,3096,95762355,bad
4,127,18786809330,2473648.258,3096,12321508,bad
4,127,18786809330,2473648.258,3096,75830644,bad
4,127,18786809330,2473648.258,3096,95762353,bad
4,127,18786809330,2473648.258,3096,85483012,bad
4,127,18786809330,2473648.258,3096,47942864,bad
4,127,18786809330,2473648.258,3096,47942865,bad
4,127,18786809330,2473648.258,3096,47942866,bad
4,127,18786809330,2473648.258,3096,8520536,bad
4,127,18786809330,2473648.258,3096,82456576,bad
4,127,18786809330,2473648.258,3096,95762354,bad
4,127,18786809330,2473648.258,3096,90783920,bad
4,127,18786809330,2473648.258,3096,99720138,bad
4,127,18786809330,2473648.258,3096,30870723,bad
4,127,18786809330,2473648.258,3096,30870722,bad
4,127,18786809330,2473648.258,3096,13323659,bad
4,127,18786809330,2473648.258,3096,45869640,bad
4,127,18786809330,2473648.258,3096,36564233,bad
4,127,18786809330,2473648.258,3096,68908713,bad
4,127,18786809330,2473648.258,3096,36564232,bad
4,127,18786809330,2473648.258,3096,75830645,bad
4,127,18786809330,2473648.258,3096,36564234,bad
4,127,18786809330,2473648.258,3096,81986705,bad
4,127,18786809330,2473648.258,3096,37052870,bad
4,127,18786809330,2473648.258,3096,37052871,bad
4,127,18786809330,2473648.258,3096,80361466,bad
4,127,18786809330,2473648.258,3096,80361467,bad
4,127,18786809330,2473648.258,3096,80361464,bad
4,127,18786809330,2473648.258,3096,80361465,bad
4,127,18786809330,2473648.258,3096,49834420,bad
4,127,18786809330,2473648.258,3096,1216556,bad
4,127,18786809330,2473648.258,3096,36564235,bad
4,127,18786809330,2473648.258,3096,75830647,bad
4,127,18786809330,2473648.258,3096,75830646,good
4,127,18786809330,2473648.258,3096,18524981,bad
4,127,18786809330,2473648.258,3096,37052869,bad
4,127,18786809330,2473648.258,3096,37052868,bad
1,1763,0.000006,0.002594,1801,89565283,good
1,1763,0.000006,0.002594,1801,91036839,good
1,1763,0.000006,0.002594,1801,45869639,good
1,1763,0.000006,0.002594,1801,45869638,good
1,1763,0.000006,0.002594,1801,45869637,good
1,1763,0.000006,0.002594,1801,47942867,good
1,1763,0.000006,0.002594,1801,89269802,good
1,1763,0.000006,0.002594,1801,89269803,good
1,1763,0.000006,0.002594,1801,89269801,good
1,1763,0.000006,0.002594,1801,89269804,good
1,1763,0.000006,0.002594,1801,30870721,good
1,1763,0.000006,0.002594,1801,53302993,good
1,1763,0.000006,0.002594,1801,30870720,good
1,1763,0.000006,0.002594,1801,64278029,good
1,1763,0.000006,0.002594,1801,44526267,good
1,1763,0.000006,0.002594,1801,17734818,good
1,1763,0.000006,0.002594,1801,95762352,good
1,1763,0.000006,0.002594,1801,49834417,good
1,1763,0.000006,0.002594,1801,49834419,good
1,1763,0.000006,0.002594,1801,49834418,good
1,1763,0.000006,0.002594,1801,11256942,good
1,1763,0.000006,0.002594,1801,11256943,good
1,1763,0.000006,0.002594,1801,11256941,good
1,1763,0.000006,0.002594,1801,42851841,good
1,1763,0.000006,0.002594,1801,11256944,good
1,1763,0.000006,0.002594,1801,31459546,good
1,1763,0.000006,0.002594,1801,17887723,good
1,1763,0.000006,0.002594,1801,91845162,good
1,1763,0.000006,0.002594,1801,53362206,good
1,1763,0.000006,0.002594,1801,95762355,good
1,1763,0.000006,0.002594,1801,12321508,good
1,1763,0.000006,0.002594,1801,75830644,good
1,1763,0.000006,0.002594,1801,95762353,good
1,1763,0.000006,0.002594,1801,85483012,good
1,1763,0.000006,0.002594,1801,47942864,good
1,1763,0.000006,0.002594,1801,47942865,good
1,1763,0.000006,0.002594,1801,47942866,good
1,1763,0.000006,0.002594,1801,8520536,good
1,1763,0.000006,0.002594,1801,82456576,good
1,1763,0.000006,0.002594,1801,95762354,good
1,1763,0.000006,0.002594,1801,90783920,good
1,1763,0.000006,0.002594,1801,99720138,good
1,1763,0.000006,0.002594,1801,30870723,good
1,1763,0.000006,0.002594,1801,30870722,good
1,1763,0.000006,0.002594,1801,13323659,good
1,1763,0.000006,0.002594,1801,45869640,good
1,1763,0.000006,0.002594,1801,36564233,good
1,1763,0.000006,0.002594,1801,68908713,good
1,1763,0.000006,0.002594,1801,36564232,good
1,1763,0.000006,0.002594,1801,75830645,good
1,1763,0.000006,0.002594,1801,36564234,good
1,1763,0.000006,0.002594,1801,81986705,good
1,1763,0.000006,0.002594,1801,37052870,good
1,1763,0.000006,0.002594,1801,37052871,good
1,1763,0.000006,0.002594,1801,80361466,good
1,1763,0.000006,0.002594,1801,80361467,good
1,1763,0.000006,0.002594,1801,80361464,good
1,1763,0.000006,0.002594,1801,80361465,good
1,1763,0.000006,0.002594,1801,49834420,good
1,1763,0.000006,0.002594,1801,1216556,good
1,1763,0.000006,0.002594,1801,36564235,good
1,1763,0.000006,0.002594,1801,75830647,good
1,1763,0.000006,0.002594,1801,75830646,good
1,1763,0.000006,0.002594,1801,18524981,good
1,1763,0.000006,0.002594,1801,37052869,good
1,1763,0.000006,0.002594,1801,37052868,good
1,1763,0.000006,0.002549,1801,89565283,good
1,1763,0.000006,0.002549,1801,91036839,good
1,1763,0.000006,0.002549,1801,45869639,good
1,1763,0.000006,0.002549,1801,45869638,good
1,1763,0.000006,0.002549,1801,45869637,good
1,1763,0.000006,0.002549,1801,47942867,good
1,1763,0.000006,0.002549,1801,89269802,good
1,1763,0.000006,0.002549,1801,89269803,good
1,1763,0.000006,0.002549,1801,89269801,good
1,1763,0.000006,0.002549,1801,89269804,good
1,1763,0.000006,0.002549,1801,30870721,good
1,1763,0.000006,0.002549,1801,53302993,good
1,1763,0.000006,0.002549,1801,30870720,good
1,1763,0.000006,0.002549,1801,64278029,good
1,1763,0.000006,0.002549,1801,44526267,good
1,1763,0.000006,0.002549,1801,17734818,good
1,1763,0.000006,0.002549,1801,95762352,good
1,1763,0.000006,0.002549,1801,49834417,good
1,1763,0.000006,0.002549,1801,49834419,good
1,1763,0.000006,0.002549,1801,49834418,good
1,1763,0.000006,0.002549,1801,11256942,good
1,1763,0.000006,0.002549,1801,11256943,good
1,1763,0.000006,0.002549,1801,11256941,good
1,1763,0.000006,0.002549,1801,42851841,good
1,1763,0.000006,0.002549,1801,11256944,good
1,1763,0.000006,0.002549,1801,31459546,good
1,1763,0.000006,0.002549,1801,17887723,good
1,1763,0.000006,0.002549,1801,91845162,good
1,1763,0.000006,0.002549,1801,53362206,good
1,1763,0.000006,0.002549,1801,95762355,good
1,1763,0.000006,0.002549,1801,12321508,good
1,1763,0.000006,0.002549,1801,75830644,good
1,1763,0.000006,0.002549,1801,95762353,good
1,1763,0.000006,0.002549,1801,85483012,good
1,1763,0.000006,0.002549,1801,47942864,good
1,1763,0.000006,0.002549,1801,47942865,good
1,1763,0.000006,0.002549,1801,47942866,good
1,1763,0.000006,0.002549,1801,8520536,good
1,1763,0.000006,0.002549,1801,82456576,good
1,1763,0.000006,0.002549,1801,95762354,good
1,1763,0.000006,0.002549,1801,90783920,good
1,1763,0.000006,0.002549,1801,99720138,good
1,1763,0.000006,0.002549,1801,30870723,good
1,1763,0.000006,0.002549,1801,30870722,good
1,1763,0.000006,0.002549,1801,13323659,good
1,1763,0.000006,0.002549,1801,45869640,good
1,1763,0.000006,0.002549,1801,36564233,good
1,1763,0.000006,0.002549,1801,68908713,good
1,1763,0.000006,0.002549,1801,36564232,good
1,1763,0.000006,0.002549,1801,75830645,good
1,1763,0.000006,0.002549,1801,36564234,good
1,1763,0.000006,0.002549,1801,81986705,good
1,1763,0.000006,0.002549,1801,37052870,good
1,1763,0.000006,0.002549,1801,37052871,good
1,1763,0.000006,0.002549,1801,80361466,good
1,1763,0.000006,0.002549,1801,80361467,good
1,1763,0.000006,0.002549,1801,80361464,good
1,1763,0.000006,0.002549,1801,80361465,good
1,1763,0.000006,0.002549,1801,49834420,good
1,1763,0.000006,0.002549,1801,1216556,good
1,1763,0.000006,0.002549,1801,36564235,good
1,1763,0.000006,0.002549,1801,75830647,good
1,1763,0.000006,0.002549,1801,75830646,good
1,1763,0.000006,0.002549,1801,18524981,good
1,1763,0.000006,0.002549,1801,37052869,good
1,1763,0.000006,0.002549,1801,37052868,good
1,564,1176298.637,0.007297,5,89565283,good
1,564,1176298.637,0.007297,5,91036839,good
1,564,1176298.637,0.007297,5,45869639,good
1,564,1176298.637,0.007297,5,45869638,good
1,564,1176298.637,0.007297,5,45869637,good
1,564,1176298.637,0.007297,5,47942867,good
1,564,1176298.637,0.007297,5,89269802,good
1,564,1176298.637,0.007297,5,89269803,good
1,564,1176298.637,0.007297,5,89269801,good
1,564,1176298.637,0.007297,5,89269804,good
1,564,1176298.637,0.007297,5,30870721,good
1,564,1176298.637,0.007297,5,53302993,good
1,564,1176298.637,0.007297,5,30870720,good
1,564,1176298.637,0.007297,5,64278029,good
1,564,1176298.637,0.007297,5,44526267,good
1,564,1176298.637,0.007297,5,17734818,good
1,564,1176298.637,0.007297,5,95762352,good
1,564,1176298.637,0.007297,5,49834417,good
1,564,1176298.637,0.007297,5,49834419,good
1,564,1176298.637,0.007297,5,49834418,good
1,564,1176298.637,0.007297,5,11256942,good
1,564,1176298.637,0.007297,5,11256943,good
1,564,1176298.637,0.007297,5,11256941,good
1,564,1176298.637,0.007297,5,42851841,good
1,564,1176298.637,0.007297,5,11256944,good
1,564,1176298.637,0.007297,5,31459546,good
1,564,1176298.637,0.007297,5,17887723,good
1,564,1176298.637,0.007297,5,91845162,good
1,564,1176298.637,0.007297,5,53362206,good
1,564,1176298.637,0.007297,5,95762355,good
1,564,1176298.637,0.007297,5,12321508,good
1,564,1176298.637,0.007297,5,75830644,good
1,564,1176298.637,0.007297,5,95762353,good
1,564,1176298.637,0.007297,5,85483012,good
1,564,1176298.637,0.007297,5,47942864,good
1,564,1176298.637,0.007297,5,47942865,good
1,564,1176298.637,0.007297,5,47942866,good
1,564,1176298.637,0.007297,5,8520536,good
1,564,1176298.637,0.007297,5,82456576,good
1,564,1176298.637,0.007297,5,95762354,good
1,564,1176298.637,0.007297,5,90783920,good
1,564,1176298.637,0.007297,5,99720138,good
1,564,1176298.637,0.007297,5,30870723,good
1,564,1176298.637,0.007297,5,30870722,good
1,564,1176298.637,0.007297,5,13323659,good
1,564,1176298.637,0.007297,5,45869640,good
1,564,1176298.637,0.007297,5,36564233,good
1,564,1176298.637,0.007297,5,68908713,good
1,564,1176298.637,0.007297,5,36564232,good
1,564,1176298.637,0.007297,5,75830645,good
1,564,1176298.637,0.007297,5,36564234,good
1,564,1176298.637,0.007297,5,81986705,good
1,564,1176298.637,0.007297,5,37052870,good
1,564,1176298.637,0.007297,5,37052871,good
1,564,1176298.637,0.007297,5,80361466,good
1,564,1176298.637,0.007297,5,80361467,good
1,564,1176298.637,0.007297,5,80361464,good
1,564,1176298.637,0.007297,5,80361465,good
1,564,1176298.637,0.007297,5,49834420,good
1,564,1176298.637,0.007297,5,1216556,good
1,564,1176298.637,0.007297,5,36564235,good
1,564,1176298.637,0.007297,5,75830647,good
1,564,1176298.637,0.007297,5,75830646,good
1,564,1176298.637,0.007297,5,18524981,good
1,564,1176298.637,0.007297,5,37052869,good
1,564,1176298.637,0.007297,5,37052868,good
1,929,715.784658,0.000052,2,89565283,good
1,929,715.784658,0.000052,2,91036839,good
1,929,715.784658,0.000052,2,45869639,good
1,929,715.784658,0.000052,2,45869638,good
1,929,715.784658,0.000052,2,45869637,good
1,929,715.784658,0.000052,2,47942867,good
1,929,715.784658,0.000052,2,89269802,good
1,929,715.784658,0.000052,2,89269803,good
1,929,715.784658,0.000052,2,89269801,good
1,929,715.784658,0.000052,2,89269804,good
1,929,715.784658,0.000052,2,30870721,good
1,929,715.784658,0.000052,2,53302993,good
1,929,715.784658,0.000052,2,30870720,good
1,929,715.784658,0.000052,2,64278029,good
1,929,715.784658,0.000052,2,44526267,good
1,929,715.784658,0.000052,2,17734818,good
1,929,715.784658,0.000052,2,95762352,good
1,929,715.784658,0.000052,2,49834417,good
1,929,715.784658,0.000052,2,49834419,good
1,929,715.784658,0.000052,2,49834418,good
1,929,715.784658,0.000052,2,11256942,good
1,929,715.784658,0.000052,2,11256943,good
1,929,715.784658,0.000052,2,11256941,good
1,929,715.784658,0.000052,2,42851841,good
1,929,715.784658,0.000052,2,11256944,good
1,929,715.784658,0.000052,2,31459546,good
1,929,715.784658,0.000052,2,17887723,good
1,929,715.784658,0.000052,2,91845162,good
1,929,715.784658,0.000052,2,53362206,good
1,929,715.784658,0.000052,2,95762355,good
1,929,715.784658,0.000052,2,12321508,good
1,929,715.784658,0.000052,2,75830644,good
1,929,715.784658,0.000052,2,95762353,good
1,929,715.784658,0.000052,2,85483012,good
1,929,715.784658,0.000052,2,47942864,good
1,929,715.784658,0.000052,2,47942865,good
1,929,715.784658,0.000052,2,47942866,good
1,929,715.784658,0.000052,2,8520536,good
1,929,715.784658,0.000052,2,82456576,good
1,929,715.784658,0.000052,2,95762354,good
1,929,715.784658,0.000052,2,90783920,good
1,929,715.784658,0.000052,2,99720138,good
1,929,715.784658,0.000052,2,30870723,good
1,929,715.784658,0.000052,2,30870722,good
1,929,715.784658,0.000052,2,13323659,good
1,929,715.784658,0.000052,2,45869640,good
1,929,715.784658,0.000052,2,36564233,good
1,929,715.784658,0.000052,2,68908713,good
1,929,715.784658,0.000052,2,36564232,good
1,929,715.784658,0.000052,2,75830645,good
1,929,715.784658,0.000052,2,36564234,good
1,929,715.784658,0.000052,2,81986705,good
1,929,715.784658,0.000052,2,37052870,good
1,929,715.784658,0.000052,2,37052871,good
1,929,715.784658,0.000052,2,80361466,good
1,929,715.784658,0.000052,2,80361467,good
1,929,715.784658,0.000052,2,80361464,good
1,929,715.784658,0.000052,2,80361465,good
1,929,715.784658,0.000052,2,49834420,good
1,929,715.784658,0.000052,2,1216556,good
1,929,715.784658,0.000052,2,36564235,good
1,929,715.784658,0.000052,2,75830647,good
1,929,715.784658,0.000052,2,75830646,good
1,929,715.784658,0.000052,2,18524981,good
1,929,715.784658,0.000052,2,37052869,good
1,929,715.784658,0.000052,2,37052868,good
1,177,268741.9886,821.680784,171,89565283,bad
1,177,268741.9886,821.680784,171,91036839,bad
1,177,268741.9886,821.680784,171,45869639,bad
1,177,268741.9886,821.680784,171,45869638,bad
1,177,268741.9886,821.680784,171,45869637,bad
1,177,268741.9886,821.680784,171,47942867,bad
1,177,268741.9886,821.680784,171,89269802,bad
1,177,268741.9886,821.680784,171,89269803,bad
1,177,268741.9886,821.680784,171,89269801,bad
1,177,268741.9886,821.680784,171,89269804,bad
1,177,268741.9886,821.680784,171,30870721,bad
1,177,268741.9886,821.680784,171,53302993,bad
1,177,268741.9886,821.680784,171,30870720,bad
